,mean_output
1,52.201
2,45.053
3,42.497
4,40.534
5,40.349
6,42.608
7,46.201
8,49.571
9,51.312
10,50.09
11,45.608
12,40.053
13,36.571
14,35.534
15,35.793
16,36.053
17,36.682
18,39.608
19,44.423
20,49.423
21,51.608
22,50.941
23,49.053
24,46.571
25,48.978
26,54.312
27,70.201
28,97.682
29,123.238
30,139.46
31,-16.392
32,-22.91
33,-22.91
34,-21.54
35,-18.725
36,-14.614
37,-10.207
38,-6.466
39,-3.91
40,-2.577
41,-2.17
42,-2.281
43,-1.873
44,-1.281
45,-0.503
46,0.053
47,0.46
48,0.941
49,1.312
50,1.645
51,1.275
52,-0.281
53,-2.577
54,-5.577
55,3.534
56,23.312
57,55.497
58,93.682
59,122.238
60,139.719
61,-57.762
62,-61.355
63,-60.836
64,-59.355
65,-56.392
66,-53.614
67,-51.318
68,-48.392
69,-44.836
70,-40.392
71,-36.762
72,-34.022
73,-32.466
74,-31.836
75,-31.429
76,-31.429
77,-32.022
78,-33.614
79,-36.022
80,-38.355
81,-40.059
82,-41.614
83,-43.577
84,-46.762
85,-31.54
86,1.386
87,47.682
88,93.497
89,122.682
90,140.015
91,-61.096
92,-64.91
93,-61.873
94,-58.762
95,-57.799
96,-60.91
97,-57.688
98,-44.392
99,-28.799
100,-15.614
101,-8.688
102,-4.466
103,-4.91
104,-7.91
105,-11.577
106,-14.836
107,-17.985
108,-22.429
109,-28.355
110,-35.725
111,-43.614
112,-50.947
113,-57.17
114,-61.614
115,-43.614
116,-5.577
117,45.497
118,93.349
119,122.793
120,140.09
121,-54.762
122,-47.244
123,-25.947
124,-16.392
125,-28.91
126,-46.762
127,-43.429
128,-14.947
129,17.497
130,42.238
131,55.349
132,59.423
133,56.238
134,43.793
135,29.534
136,21.164
137,22.238
138,22.275
139,16.645
140,5.275
141,-8.614
142,-26.614
143,-46.392
144,-60.466
145,-45.577
146,-6.466
147,45.201
148,93.275
149,122.978
150,140.164
151,-47.836
152,-20.466
153,24.46
154,39.127
155,8.719
156,-25.651
157,-26.799
158,13.978
159,59.682
160,94.608
161,109.719
162,111.275
163,104.312
164,79.497
165,49.83
166,33.238
167,40.46
168,53.571
169,58.386
170,50.497
171,36.09
172,10.941
173,-24.503
174,-53.059
175,-46.799
176,-7.318
177,44.682
178,93.164
179,123.164
180,140.201
181,-38.873
182,7.312
183,70.534
184,85.497
185,35.719
186,-12.762
187,-16.466
188,27.682
189,75.164
190,108.793
191,124.09
192,123.201
193,111.756
194,81.275
195,43.756
196,18.978
197,18.867
198,38.904
199,61.09
200,70.978
201,67.201
202,43.793
203,0.015
204,-41.133
205,-46.133
206,-8.244
207,43.756
208,92.756
209,123.201
210,140.201
211,-31.318
212,21.682
213,87.534
214,96.238
215,36.423
216,-16.577
217,-18.059
218,19.053
219,59.275
220,89.571
221,111.497
222,109.201
223,81.904
224,49.83
225,17.015
226,-5.577
227,-21.022
228,-4.91
229,30.793
230,59.164
231,69.164
232,54.793
233,14.312
234,-30.799
235,-44.244
236,-8.91
237,42.978
238,92.312
239,123.09
240,140.201
241,-28.503
242,21.645
243,84.534
244,91.793
245,34.497
246,-16.392
247,-11.503
248,22.053
249,58.015
250,83.756
251,107.015
252,98.83
253,57.09
254,28.015
255,7.275
256,-10.762
257,-39.947
258,-32.91
259,5.608
260,43.349
261,59.608
262,52.46
263,17.127
264,-26.54
265,-42.318
266,-9.17
267,42.312
268,91.534
269,122.645
270,140.201
271,-26.244
272,20.497
273,78.978
274,89.312
275,42.386
276,0.349
277,5.201
278,35.719
279,70.015
280,93.645
281,110.534
282,93.053
283,46.83
284,19.867
285,4.09
286,-15.466
287,-43.207
288,-35.281
289,-4.947
290,21.201
291,29.571
292,29.978
293,5.164
294,-29.947
295,-41.059
296,-8.947
297,41.312
298,90.201
299,121.756
300,140.201
301,-24.244
302,19.682
303,73.83
304,91.09
305,58.83
306,26.127
307,28.09
308,59.46
309,97.201
310,113.83
311,114.127
312,88.682
313,53.053
314,30.571
315,11.534
316,-18.096
317,-38.17
318,-19.503
319,1.867
320,4.83
321,-10.392
322,-11.91
323,-23.836
324,-43.059
325,-41.762
326,-9.059
327,39.534
328,88.312
329,120.645
330,140.201
331,-21.54
332,21.312
333,73.386
334,95.238
335,74.978
336,52.645
337,53.423
338,78.423
339,104.571
340,100.164
341,83.312
342,63.09
343,50.793
344,38.312
345,14.83
346,-16.466
347,-24.577
348,1.238
349,10.719
350,-10.577
351,-45.688
352,-53.503
353,-53.244
354,-56.947
355,-43.281
356,-9.688
357,37.645
358,86.645
359,119.867
360,140.201
361,-19.614
362,22.423
363,74.756
364,98.46
365,87.312
366,75.645
367,74.978
368,88.164
369,88.015
370,57.83
371,26.053
372,19.349
373,31.312
374,29.127
375,7.386
376,-11.836
377,-6.022
378,21.053
379,22.534
380,-10.392
381,-55.207
382,-74.725
383,-71.392
384,-66.429
385,-44.836
386,-10.503
387,36.201
388,85.534
389,119.534
390,140.201
391,-18.54
392,21.127
393,73.571
394,98.238
395,95.534
396,93.312
397,87.201
398,89.015
399,66.608
400,20.793
401,-21.022
402,-17.873
403,11.164
404,16.867
405,2.275
406,-2.54
407,10.571
408,28.571
409,26.164
410,0.386
411,-33.614
412,-55.244
413,-59.985
414,-61.503
415,-44.429
416,-11.725
