,mean_output
1,-87.873
2,-75.725
3,-40.096
4,4.015
5,11.571
6,-3.614
7,-32.503
8,-41.91
9,-52.466
10,-51.836
11,-48.133
12,-43.059
13,-46.281
14,-52.096
15,-54.096
16,-51.096
17,-39.503
18,-31.466
19,-27.133
20,-30.466
21,-35.17
22,-37.947
23,-37.688
24,-36.022
25,-35.096
26,-35.133
27,-28.392
28,-19.947
29,-16.244
30,-13.133
31,-89.577
32,-76.947
33,-40.096
34,4.83
35,14.46
36,-3.688
37,-34.614
38,-42.836
39,-45.466
40,-42.17
41,-41.096
42,-44.725
43,-53.022
44,-59.725
45,-61.799
46,-60.096
47,-51.762
48,-39.466
49,-31.244
50,-24.429
51,-29.503
52,-33.466
53,-41.762
54,-45.54
55,-45.022
56,-42.281
57,-28.762
58,-21.577
59,-22.54
60,-25.244
61,-89.688
62,-75.985
63,-38.651
64,7.201
65,22.164
66,5.386
67,-26.577
68,-36.466
69,-31.577
70,-24.836
71,-28.947
72,-41.614
73,-54.762
74,-59.614
75,-60.133
76,-52.688
77,-40.392
78,-26.096
79,-17.985
80,-5.799
81,-7.17
82,-12.985
83,-31.096
84,-39.022
85,-35.17
86,-28.318
87,-18.985
88,-25.392
89,-33.762
90,-41.022
91,-90.281
92,-74.873
93,-36.614
94,8.275
95,22.608
96,6.238
97,-24.577
98,-35.17
99,-32.651
100,-26.614
101,-28.799
102,-31.318
103,-33.429
104,-34.355
105,-38.688
106,-34.059
107,-22.725
108,-13.059
109,-8.466
110,7.608
111,15.682
112,11.756
113,-10.207
114,-21.725
115,-18.651
116,-12.096
117,-6.836
118,-16.725
119,-27.466
120,-37.17
121,-90.725
122,-74.429
123,-36.836
124,6.423
125,16.386
126,-2.985
127,-34.022
128,-43.614
129,-42.096
130,-40.355
131,-37.836
132,-28.059
133,-14.392
134,-13.836
135,-24.318
136,-27.503
137,-17.725
138,-7.688
139,-0.17
140,16.867
141,24.645
142,17.497
143,-3.54
144,-11.947
145,-9.318
146,-3.54
147,5.09
148,3.941
149,-2.614
150,-12.096
151,-90.91
152,-75.651
153,-40.207
154,1.978
155,5.497
156,-20.022
157,-49.17
158,-52.207
159,-45.688
160,-46.54
161,-41.725
162,-21.503
163,1.015
164,2.46
165,-16.54
166,-33.355
167,-29.688
168,-18.281
169,-6.281
170,13.275
171,21.201
172,17.201
173,-2.096
174,-10.985
175,-14.762
176,-12.207
177,3.127
178,16.09
179,16.571
180,7.053
181,-90.762
182,-74.947
183,-39.207
184,3.941
185,5.719
186,-22.466
187,-50.614
188,-49.873
189,-33.688
190,-29.762
191,-25.355
192,-13.059
193,0.719
194,-0.355
195,-19.725
196,-38.318
197,-34.614
198,-15.577
199,5.793
200,25.608
201,29.349
202,20.978
203,-3.762
204,-15.429
205,-22.799
206,-18.873
