,mean_output
1,2.978
2,0.201
3,0.015
4,2.164
5,-0.466
6,-2.207
7,-1.725
8,-1.429
9,0.46
10,-0.355
11,0.09
12,-4.614
13,-6.836
14,-7.688
15,-4.651
16,5.423
17,19.719
18,37.571
19,49.904
20,56.127
21,50.608
22,34.053
23,17.127
24,8.201
25,9.312
26,13.423
27,9.349
28,-8.133
29,-34.503
30,-55.54
31,3.164
32,4.053
33,3.682
34,1.386
35,-2.873
36,-3.133
37,0.608
38,-0.207
39,0.719
40,0.201
41,2.645
42,1.312
43,-0.207
44,-2.059
45,-6.651
46,-5.429
47,-0.059
48,15.09
49,31.682
50,48.645
51,58.015
52,52.497
53,37.793
54,20.09
55,9.275
56,10.09
57,16.164
58,16.053
59,-0.059
60,-26.688
61,2.238
62,5.83
63,6.756
64,2.867
65,-1.503
66,-1.614
67,1.386
68,-0.133
69,0.793
70,0.645
71,2.09
72,2.497
73,3.312
74,3.053
75,-3.429
76,-7.429
77,-9.651
78,-1.651
79,10.719
80,28.09
81,44.756
82,53.534
83,53.608
84,40.904
85,23.941
86,13.83
87,14.238
88,20.867
89,20.015
90,5.534
91,1.238
92,4.238
93,5.534
94,3.83
95,2.497
96,1.053
97,0.423
98,-1.725
99,1.978
100,3.423
101,3.053
102,2.941
103,3.053
104,5.608
105,0.978
106,-2.059
107,-7.355
108,-7.022
109,-3.466
110,5.793
111,22.978
112,38.867
113,52.645
114,53.386
115,43.941
116,30.053
117,19.682
118,20.571
119,26.349
120,26.164
121,3.386
122,4.534
123,3.312
124,4.497
125,6.275
126,4.867
127,2.46
128,0.275
129,4.46
130,4.312
131,3.534
132,3.756
133,3.682
134,5.164
135,3.719
136,3.867
137,-0.207
138,-5.725
139,-9.355
140,-8.392
141,4.127
142,18.201
143,34.386
144,45.015
145,50.941
146,47.608
147,35.682
148,28.645
149,30.904
150,35.349
151,6.497
152,4.201
153,0.756
154,2.09
155,5.978
156,5.904
157,5.719
158,4.386
159,5.349
160,1.719
161,1.497
162,5.09
163,5.941
164,4.349
165,3.46
166,4.719
167,5.312
168,-0.688
169,-5.651
170,-9.466
171,-4.762
172,0.46
173,11.534
174,25.682
175,42.164
176,52.793
177,50.127
178,43.793
179,40.201
180,40.719
181,7.46
182,5.645
183,3.793
184,3.238
185,5.201
186,3.719
187,7.386
188,8.238
189,6.238
190,0.682
191,1.09
192,6.127
193,6.682
194,4.015
195,2.793
196,3.682
197,6.571
198,4.201
199,1.534
200,-4.318
201,-7.725
202,-10.059
203,-6.614
204,5.497
205,21.904
206,39.423
207,49.053
208,52.793
209,50.164
210,46.201
211,4.534
212,4.904
213,7.201
214,6.756
215,4.423
216,1.201
217,5.09
218,8.201
219,6.534
220,3.312
221,3.46
222,5.497
223,4.164
224,2.534
225,3.941
226,3.941
227,5.645
228,5.312
229,5.238
230,1.201
231,-5.947
232,-10.614
233,-11.503
234,-5.762
235,2.238
236,18.275
237,34.83
238,49.571
239,53.608
240,51.497
241,1.941
242,4.164
243,9.534
244,9.386
245,6.238
246,2.571
247,3.682
248,5.645
249,4.756
250,7.015
251,8.053
252,6.497
253,3.238
254,3.497
255,6.904
256,6.015
257,6.053
258,5.201
259,5.571
260,3.756
261,-1.725
262,-4.318
263,-9.503
264,-10.873
265,-11.873
266,-1.762
267,14.46
268,31.978
269,44.534
270,51.164
271,1.386
272,2.015
273,5.46
274,6.275
275,6.534
276,6.756
277,6.127
278,3.127
279,2.238
280,7.534
281,11.127
282,9.941
283,7.46
284,6.978
285,7.312
286,4.571
287,5.386
288,6.349
289,5.127
290,3.015
291,0.46
292,1.127
293,-4.429
294,-9.022
295,-13.096
296,-8.466
297,-0.429
298,9.904
299,24.053
300,39.571
301,3.756
302,2.201
303,2.386
304,2.608
305,6.164
306,10.053
307,8.571
308,3.645
309,1.645
310,6.312
311,9.682
312,10.534
313,11.423
314,10.053
315,6.349
316,2.46
317,5.46
318,8.867
319,6.09
320,3.275
321,1.09
322,3.015
323,-0.762
324,-4.429
325,-7.466
326,-8.836
327,-9.54
328,-7.318
329,4.09
330,21.053
331,5.83
332,5.386
333,3.015
334,1.534
335,4.497
336,8.608
337,8.46
338,8.09
339,8.275
340,9.941
341,8.201
342,9.571
343,13.534
344,12.46
345,6.719
346,2.793
347,5.349
348,8.423
349,5.719
350,4.608
351,3.608
352,3.645
353,0.867
354,-0.503
355,-1.17
356,-6.17
357,-11.614
358,-12.762
359,-5.688
360,4.238
361,1.46
362,6.978
363,6.238
364,3.941
365,3.201
366,4.46
367,5.349
368,10.682
369,14.793
370,13.053
371,7.015
372,5.497
373,9.941
374,10.053
375,7.756
376,7.46
377,8.275
378,7.349
379,4.201
380,6.534
381,7.645
382,4.719
383,1.386
384,0.015
385,1.867
386,-1.91
387,-6.91
388,-8.355
389,-7.17
390,-5.503
391,-9.022
392,0.904
393,8.015
394,7.941
395,5.09
396,0.719
397,0.497
398,8.127
399,16.127
400,14.867
401,8.978
402,5.867
403,7.238
404,7.386
405,12.127
406,20.497
407,23.201
408,16.497
