,mean_output
1,88.349
2,88.756
3,88.349
4,87.83
5,86.904
6,86.127
7,85.423
8,84.756
9,84.312
10,84.46
11,85.201
12,86.09
13,87.053
14,88.09
15,84.941
16,73.571
17,59.423
18,51.682
19,51.941
20,53.312
21,53.645
22,60.053
23,72.053
24,83.719
25,89.127
26,90.015
27,89.719
28,89.497
29,89.164
30,88.867
31,85.312
32,85.682
33,85.386
34,85.053
35,84.015
36,83.015
37,82.164
38,81.497
39,81.09
40,81.238
41,81.978
42,82.904
43,83.941
44,85.015
45,80.015
46,63.756
47,45.312
48,36.238
49,37.904
50,39.015
51,35.053
52,38.349
53,52.423
54,71.349
55,83.386
56,87.053
57,87.386
58,87.423
59,87.09
60,86.497
61,84.904
62,85.127
63,84.534
64,83.978
65,82.941
66,81.904
67,80.867
68,80.127
69,79.645
70,79.941
71,80.83
72,82.127
73,83.386
74,84.645
75,80.164
76,65.386
77,49.312
78,41.534
79,42.83
80,43.09
81,36.497
82,34.645
83,44.941
84,64.275
85,80.386
86,86.312
87,87.053
88,87.053
89,86.719
90,86.09
91,85.238
92,85.053
93,84.238
94,83.756
95,82.83
96,81.904
97,80.83
98,80.164
99,79.793
100,80.275
101,81.312
102,82.793
103,84.275
104,85.682
105,83.534
106,75.312
107,66.534
108,61.164
109,59.978
110,59.275
111,53.386
112,47.534
113,50.793
114,64.719
115,80.867
116,87.534
117,88.164
118,87.904
119,87.46
120,86.793
121,85.46
122,85.201
123,84.349
124,83.904
125,83.015
126,82.09
127,81.09
128,80.497
129,80.275
130,80.904
131,82.053
132,83.682
133,85.238
134,86.719
135,85.682
136,80.423
137,73.682
138,67.201
139,62.719
140,60.756
141,58.645
142,55.386
143,57.867
144,68.09
145,82.164
146,89.053
147,89.904
148,89.608
149,89.015
150,88.053
151,85.164
152,84.978
153,84.127
154,83.756
155,82.941
156,82.201
157,81.608
158,81.386
159,81.349
160,81.756
161,82.645
162,84.127
163,85.793
164,87.238
165,85.867
166,81.053
167,74.867
168,67.682
169,62.201
170,59.46
171,60.127
172,58.793
173,60.719
174,69.053
175,81.83
176,89.83
177,91.201
178,90.941
179,90.127
180,88.867
181,84.423
182,84.386
183,83.386
184,82.793
185,82.09
186,81.645
187,81.423
188,81.386
189,81.386
190,81.645
191,82.46
192,83.867
193,85.46
194,86.423
195,83.756
196,77.275
197,69.793
198,62.497
199,58.941
200,57.497
201,59.867
202,59.053
203,59.978
204,67.386
205,79.608
206,89.349
207,91.608
208,91.312
209,90.386
210,89.09
211,83.46
212,83.349
213,82.127
214,81.275
215,80.719
216,80.608
217,80.719
218,80.83
219,80.349
220,79.09
221,77.83
222,77.719
223,79.423
224,80.46
225,75.164
226,64.238
227,52.83
228,45.09
229,44.09
230,45.46
231,49.053
232,47.534
233,48.386
234,57.793
235,73.497
236,86.127
237,89.904
238,89.867
239,89.275
240,88.46
241,82.534
242,82.312
243,81.201
244,80.423
245,80.09
246,80.015
247,80.127
248,79.978
249,78.349
250,73.423
251,67.571
252,65.238
253,68.83
254,71.756
255,64.941
256,50.423
257,37.164
258,32.793
259,36.608
260,40.09
261,40.275
262,33.978
263,33.904
264,45.46
265,65.756
266,81.719
267,88.015
268,88.645
269,88.312
270,87.83
271,82.423
272,82.201
273,81.312
274,80.756
275,80.386
276,80.09
277,79.83
278,78.423
279,73.46
280,63.645
281,54.127
282,51.682
283,56.978
284,61.312
285,55.053
286,40.793
287,29.164
288,30.238
289,38.904
290,42.719
291,38.571
292,28.682
293,27.497
294,37.571
295,58.386
296,76.497
297,85.904
298,87.867
299,87.83
300,87.534
301,82.645
302,82.645
303,82.09
304,81.756
305,81.275
306,80.645
307,79.312
308,75.127
309,65.941
310,52.793
311,42.312
312,40.015
313,44.09
314,47.904
315,45.793
316,37.423
317,30.608
318,35.386
319,47.46
320,53.645
321,49.83
322,40.608
323,37.608
324,41.127
325,55.497
326,72.015
327,83.904
328,87.682
329,87.941
330,87.682
331,83.09
332,83.312
333,82.867
334,82.534
335,81.719
336,80.386
337,76.201
338,67.349
339,55.83
340,45.015
341,40.46
342,40.423
343,42.164
344,43.349
345,43.46
346,39.904
347,36.867
348,41.608
349,51.941
350,56.608
351,53.349
352,45.719
353,42.497
354,43.015
355,54.756
356,70.608
357,83.275
358,87.46
359,87.756
360,87.682
361,83.423
362,83.645
363,83.201
364,82.867
365,81.793
366,79.312
367,72.015
368,58.978
369,47.497
370,41.238
371,42.275
372,43.164
373,42.497
374,41.015
375,38.497
376,32.645
377,26.682
378,26.127
379,31.015
380,32.719
381,31.015
382,27.423
383,27.312
384,30.571
385,45.349
386,65.312
387,81.719
388,87.312
389,87.682
390,87.645
391,83.978
392,84.015
393,83.349
394,82.904
395,81.46
396,77.904
397,69.978
398,57.867
399,48.904
400,44.83
401,48.238
402,51.238
403,49.201
404,42.053
405,32.46
406,23.497
407,17.015
408,14.719
409,15.608
410,14.053
411,10.904
412,8.312
413,10.904
414,16.423
415,31.867
416,54.09
417,74.941
418,85.867
419,87.756
420,87.719
421,84.127
422,83.867
423,83.053
424,82.164
425,77.978
426,70.978
427,64.608
428,58.423
429,52.83
430,46.978
431,46.978
432,50.127
433,46.534
434,34.497
435,19.497
436,8.164
437,1.645
438,-0.577
439,0.09
440,-0.133
441,-1.985
442,-1.503
443,2.793
444,7.941
445,17.238
446,37.238
447,61.682
448,80.608
449,86.941
450,87.608
451,84.053
452,83.571
453,81.349
454,75.46
455,65.46
456,56.053
457,54.015
458,55.09
459,52.571
460,46.608
461,44.978
462,46.275
463,40.164
464,26.275
465,14.386
466,9.09
467,7.793
468,9.164
469,12.497
470,16.09
471,14.83
