,mean_output
1,-7.096
2,-6.096
3,-5.91
4,-5.577
5,-2.503
6,1.423
7,5.09
8,6.83
9,7.719
10,7.46
11,7.349
12,7.09
13,6.904
14,7.756
15,7.46
16,6.534
17,4.941
18,4.349
19,4.867
20,5.238
21,5.682
22,4.756
23,2.682
24,0.497
25,-1.503
26,-2.688
27,-2.614
28,-3.651
29,-5.688
30,-9.688
31,-3.688
32,-1.873
33,-1.244
34,-0.762
35,1.719
36,6.164
37,9.645
38,11.164
39,11.497
40,10.756
41,10.756
42,10.756
43,10.164
44,10.719
45,10.497
46,9.682
47,8.497
48,8.349
49,9.423
50,9.534
51,9.312
52,8.386
53,6.756
54,5.015
55,3.46
56,2.719
57,2.349
58,-0.725
59,-5.577
60,-11.059
61,-0.392
62,1.793
63,2.497
64,3.053
65,4.608
66,9.164
67,12.645
68,14.201
69,14.423
70,13.386
71,13.645
72,13.867
73,13.238
74,12.978
75,12.756
76,12.164
77,11.719
78,11.349
79,12.46
80,12.645
81,12.09
82,11.238
83,10.46
84,9.719
85,9.127
86,8.682
87,7.867
88,2.571
89,-4.985
90,-12.947
91,1.941
92,5.201
93,6.275
94,6.83
95,7.238
96,10.793
97,13.386
98,14.941
99,15.904
100,15.682
101,16.312
102,16.608
103,16.571
104,16.238
105,16.312
106,16.127
107,16.83
108,15.941
109,15.719
110,15.719
111,15.312
112,15.312
113,15.201
114,15.312
115,14.83
116,13.238
117,11.275
118,5.904
119,-0.836
120,-8.762
121,3.201
122,6.83
123,8.497
124,9.46
125,10.127
126,12.941
127,14.423
128,16.275
129,18.349
130,19.497
131,19.238
132,19.053
133,20.386
134,21.09
135,21.756
136,21.608
137,22.978
138,22.275
139,20.904
140,20.053
141,19.719
142,19.904
143,19.904
144,19.719
145,18.83
146,16.312
147,13.571
148,9.275
149,5.497
150,-0.281
151,4.349
152,7.978
153,10.682
154,12.053
155,13.015
156,15.09
157,16.053
158,17.867
159,20.756
160,23.46
161,22.793
162,22.941
163,24.83
164,26.534
165,27.645
166,27.312
167,25.09
168,23.497
169,21.238
170,23.497
171,23.756
172,23.756
173,23.386
174,22.682
175,21.608
176,18.571
177,15.682
178,12.386
179,10.645
180,7.645
181,4.793
182,7.682
183,11.423
184,14.312
185,16.645
186,18.682
187,20.238
188,22.015
189,25.497
190,28.608
191,27.941
192,27.756
193,29.682
194,32.423
195,33.608
196,31.053
197,18.053
198,10.645
199,9.46
200,21.238
201,28.09
202,28.09
203,27.275
204,24.756
205,23.571
206,20.645
207,18.312
208,14.867
209,12.719
210,10.015
211,4.682
212,8.682
213,12.867
214,15.978
215,18.83
216,22.053
217,26.053
218,28.497
219,31.46
220,34.053
221,34.867
222,34.534
223,36.127
224,39.608
225,41.015
226,33.164
227,4.978
228,-14.577
229,-14.096
230,9.793
231,28.978
232,31.941
233,31.015
234,26.312
235,24.423
236,22.238
237,20.238
238,16.83
239,13.497
240,10.83
241,2.571
242,8.682
243,14.497
244,19.719
245,23.645
246,27.349
247,31.719
248,34.645
249,36.46
250,38.09
251,41.312
252,43.164
253,47.164
254,51.867
255,52.719
256,34.978
257,-6.688
258,-39.836
259,-38.947
260,-6.318
261,25.756
262,37.349
263,36.682
264,30.793
265,26.83
266,25.053
267,22.941
268,19.83
269,15.756
270,12.682
271,4.904
272,10.682
273,15.09
274,20.645
275,26.423
276,30.09
277,33.941
278,37.46
279,40.83
280,44.793
281,50.904
282,55.164
283,59.164
284,62.386
285,60.867
286,36.275
287,-9.836
288,-48.392
289,-50.17
290,-18.207
291,17.941
292,38.941
293,41.867
294,37.941
295,34.015
296,32.497
297,29.867
298,25.719
299,20.571
300,16.46
301,12.682
302,16.83
303,19.682
304,23.312
305,26.349
306,23.534
307,23.571
308,28.386
309,38.127
310,46.275
311,55.201
312,58.053
313,54.83
314,47.941
315,39.719
316,16.164
317,-21.947
318,-51.466
319,-52.318
320,-22.577
321,11.053
322,35.682
323,39.497
324,38.645
325,39.09
326,41.719
327,40.46
328,34.571
329,27.127
330,19.793
331,24.312
332,26.46
333,28.164
334,30.867
335,31.275
336,20.497
337,11.571
338,11.497
339,23.497
340,31.941
341,38.053
342,31.941
343,20.83
344,4.904
345,-6.836
346,-22.059
347,-42.614
348,-54.503
349,-50.022
350,-24.54
351,5.978
352,29.645
353,34.127
354,34.201
355,38.015
356,45.423
357,46.423
358,40.275
359,32.793
360,23.941
361,32.719
362,36.275
363,40.349
364,43.497
365,41.053
366,24.09
367,8.386
368,3.941
369,8.164
370,10.756
371,11.904
372,0.238
373,-15.577
374,-40.577
375,-51.873
376,-56.022
377,-54.281
378,-44.133
379,-31.466
380,-20.429
381,-6.207
382,8.127
383,18.312
384,25.423
385,32.127
386,42.386
387,46.497
388,42.46
389,35.978
390,26.201
391,38.571
392,44.127
393,50.941
394,55.904
395,54.941
396,38.867
397,19.349
398,8.793
399,-1.651
400,-10.096
401,-15.725
402,-28.207
403,-42.022
404,-68.022
405,-76.133
406,-72.614
407,-55.688
408,-29.762
409,-10.799
410,-14.873
411,-22.503
412,-24.281
413,-12.466
414,3.608
415,16.83
416,31.312
417,40.756
418,42.238
419,38.756
420,28.867
421,46.053
422,53.312
423,60.534
424,64.238
425,63.904
426,52.608
427,36.645
428,24.164
429,1.756
430,-18.281
431,-32.17
432,-42.947
433,-53.91
434,-75.059
435,-80.688
436,-74.429
437,-53.429
438,-21.614
439,-1.836
440,-15.873
441,-41.577
442,-57.836
443,-47.762
444,-27.799
445,-6.244
446,14.238
447,34.127
448,43.867
449,43.571
450,32.682
451,53.756
452,61.423
453,67.867
454,69.941
455,70.349
456,64.275
457,51.349
458,33.053
459,4.645
460,-24.133
461,-43.799
462,-57.022
463,-66.429
464,-79.059
465,-81.985
466,-76.651
467,-63.207
468,-42.762
469,-31.207
470,-39.133
471,-58.91
472,-75.318
473,-73.281
474,-61.281
475,-36.651
476,-8.207
477,25.904
478,48.164
479,50.941
480,38.497
481,59.423
482,67.09
483,73.053
484,75.201
485,77.941
486,78.275
487,67.645
488,46.015
489,13.534
490,-19.392
491,-43.503
492,-61.873
493,-71.133
494,-77.392
495,-75.429
496,-70.985
497,-64.985
498,-57.799
499,-57.244
500,-62.873
501,-74.651
502,-82.614
503,-81.873
504,-77.985
505,-59.873
506,-28.207
507,18.238
508,52.904
509,59.09
510,45.497
511,61.608
512,68.682
513,74.793
514,78.645
515,85.534
516,91.978
517,86.793
518,69.349
519,36.682
520,-0.651
521,-29.17
522,-51.429
523,-58.059
524,-61.503
525,-56.096
526,-51.133
527,-48.873
528,-48.762
529,-58.318
530,-70.022
531,-83.207
532,-86.207
533,-79.651
534,-73.17
535,-59.392
536,-30.133
537,17.238
538,56.46
539,64.015
540,50.09
541,61.756
542,68.793
543,76.386
544,83.423
545,93.497
546,104.164
547,103.793
548,94.756
549,65.83
550,23.238
551,-14.577
552,-41.281
553,-41.022
554,-34.577
555,-20.91
556,-13.614
557,-18.985
558,-29.91
559,-49.244
560,-67.873
561,-83.318
562,-80.985
563,-60.799
564,-40.281
565,-24.836
566,-4.466
567,29.09
568,59.534
569,65.719
570,54.09
571,61.053
572,68.312
573,78.127
574,88.312
575,100.349
576,112.46
577,116.719
578,113.571
579,91.423
580,43.312
581,-3.355
582,-35.022
583,-30.17
584,-17.429
585,-3.355
586,-0.318
587,-14.503
588,-33.281
589,-54.207
590,-68.614
591,-74.503
592,-59.244
593,-21.725
594,10.83
595,28.201
596,34.423
597,47.904
598,63.201
599,66.571
600,57.756
601,62.09
602,69.497
603,79.386
604,90.867
605,103.867
606,116.719
607,121.719
608,119.127
609,103.83
610,58.645
611,8.164
612,-30.799
613,-31.836
614,-18.614
615,-5.836
616,-5.429
617,-23.429
618,-46.54
619,-63.799
620,-67.799
621,-58.318
622,-28.207
623,20.349
624,57.497
625,71.756
626,66.534
627,64.867
628,68.09
629,69.201
630,62.349
631,67.201
632,74.238
633,82.423
634,92.719
635,104.904
636,116.83
637,121.497
638,119.238
639,110.015
640,77.941
641,35.164
642,-5.985
643,-24.133
644,-28.022
645,-27.836
646,-32.022
647,-42.688
648,-54.762
649,-59.355
650,-53.244
651,-34.503
652,2.756
653,48.978
654,80.904
655,89.349
656,81.534
657,74.497
658,70.497
659,68.386
660,62.164
661,74.275
662,79.941
663,85.386
664,94.238
665,105.83
666,115.941
667,119.423
668,116.793
669,111.793
670,95.941
671,70.053
672,39.682
673,16.312
674,1.386
675,-9.651
676,-22.133
677,-32.91
678,-40.688
679,-38.91
680,-27.836
681,-3.503
682,32.682
683,67.756
684,88.201
685,91.793
686,88.015
687,81.275
688,74.164
689,67.386
690,61.127
691,82.497
692,87.756
693,91.608
694,99.497
695,110.127
696,117.053
697,116.793
698,112.164
699,109.127
700,105.978
701,98.978
702,85.053
703,67.386
704,51.793
705,39.719
706,24.275
707,7.904
708,-3.429
709,-0.133
710,13.793
711,38.867
712,64.645
713,83.015
714,89.904
715,90.497
716,92.312
717,87.09
718,77.756
719,64.978
720,58.904
721,83.312
722,90.349
723,96.423
724,105.127
725,114.867
726,118.867
727,115.238
728,108.608
729,106.201
730,108.09
731,112.201
732,110.719
733,104.46
734,96.09
735,89.793
736,78.46
737,62.645
738,50.682
739,51.238
740,61.534
741,80.608
742,93.127
743,95.608
744,88.904
745,86.497
746,91.756
747,89.164
