,mean_output
1,9.386
2,9.793
3,11.719
4,13.682
5,16.682
6,19.275
7,21.608
8,23.09
9,23.719
10,25.127
11,25.978
12,26.349
13,26.423
14,26.904
15,29.46
16,31.015
17,32.497
18,32.053
19,32.349
20,32.608
21,32.719
22,33.09
23,33.09
24,33.053
25,34.053
26,35.571
27,37.053
28,36.312
29,34.719
30,32.83
31,7.978
32,8.793
33,10.349
34,11.904
35,14.756
36,16.904
37,19.275
38,20.941
39,21.756
40,22.867
41,23.83
42,25.534
43,26.978
44,28.275
45,29.978
46,30.793
47,32.053
48,31.793
49,31.978
50,31.83
51,31.608
52,31.904
53,31.793
54,32.608
55,33.46
56,34.941
57,35.904
58,35.127
59,34.015
60,32.534
61,6.571
62,7.46
63,8.793
64,10.645
65,13.645
66,15.941
67,18.349
68,19.756
69,20.312
70,20.793
71,21.645
72,24.238
73,26.756
74,28.867
75,29.608
76,30.127
77,30.978
78,31.497
79,31.312
80,31.275
81,31.201
82,31.571
83,31.312
84,32.386
85,33.053
86,34.201
87,34.497
88,34.312
89,33.83
90,32.793
91,3.904
92,4.497
93,6.312
94,9.09
95,12.386
96,14.867
97,17.275
98,18.608
99,18.719
100,18.349
101,19.497
102,22.312
103,25.312
104,27.164
105,27.349
106,28.015
107,28.793
108,30.46
109,30.497
110,30.719
111,30.534
112,30.793
113,30.534
114,31.201
115,31.46
116,32.275
117,32.83
118,33.608
119,33.497
120,32.386
121,0.83
122,1.46
123,4.053
124,7.127
125,10.09
126,12.201
127,14.793
128,16.497
129,16.608
130,16.534
131,17.46
132,19.312
133,19.904
134,20.201
135,20.201
136,22.423
137,24.941
138,28.312
139,29.571
140,29.978
141,29.238
142,29.312
143,29.83
144,31.015
145,30.941
146,30.904
147,31.201
148,32.201
149,32.164
150,31.015
151,-1.725
152,-0.392
153,2.608
154,5.46
155,7.349
156,8.83
157,11.201
158,13.349
159,13.719
160,14.238
161,14.238
162,13.793
163,11.312
164,10.201
165,11.756
166,16.015
167,19.978
168,23.497
169,25.682
170,27.015
171,26.83
172,27.312
173,28.682
174,30.46
175,30.46
176,29.941
177,28.941
178,28.793
179,28.275
180,27.941
181,-3.207
182,-1.429
183,1.423
184,3.682
185,4.608
186,5.719
187,7.978
188,9.349
189,8.793
190,8.164
191,7.238
192,6.571
193,4.386
194,4.053
195,7.608
196,13.867
197,18.756
198,21.201
199,22.386
200,23.682
201,24.127
202,25.534
203,27.719
204,29.645
205,29.756
206,29.275
207,27.46
208,26.053
209,24.423
210,24.534
211,-5.503
212,-4.096
213,-2.059
214,-0.17
215,0.941
216,2.608
217,3.015
218,1.682
219,-1.059
220,-1.614
221,0.275
222,2.756
223,4.645
224,6.423
225,11.423
226,17.201
227,20.904
228,21.904
229,22.053
230,23.127
231,23.719
232,24.682
233,25.978
234,27.386
235,28.349
236,28.793
237,26.904
238,24.423
239,21.941
240,22.164
241,-9.54
242,-11.022
243,-11.429
244,-8.503
245,-4.133
246,-1.096
247,-2.503
248,-5.244
249,-7.133
250,-5.318
251,-1.281
252,4.46
253,10.756
254,15.238
255,20.978
256,25.238
257,28.349
258,28.127
259,26.534
260,25.497
261,25.275
262,25.904
263,26.682
264,26.571
265,27.09
266,27.645
267,26.719
268,23.904
269,20.978
270,20.349
271,-15.318
272,-19.207
273,-22.133
274,-16.91
275,-8.466
276,-3.688
277,-4.577
278,-6.947
279,-5.799
280,-0.873
281,2.867
282,8.978
283,16.349
284,22.904
285,29.349
286,31.867
287,35.164
288,34.312
289,31.534
290,27.238
291,26.904
292,28.571
293,30.423
294,29.053
295,28.312
296,28.015
297,26.349
298,23.164
299,20.534
300,19.83
301,-19.577
302,-25.836
303,-30.688
304,-23.096
305,-11.503
306,-4.91
307,-3.318
308,-3.577
309,1.053
310,6.497
311,7.941
312,11.83
313,18.275
314,25.83
315,32.497
316,33.978
317,36.904
318,35.719
319,32.867
320,26.497
321,26.164
322,29.867
323,34.127
324,33.46
325,32.756
326,32.793
327,29.386
328,24.09
329,20.015
330,19.312
331,-20.059
332,-25.725
333,-29.651
334,-21.947
335,-11.873
336,-6.577
337,-4.725
338,-4.392
339,1.756
340,7.497
341,10.127
342,14.09
343,19.608
344,26.423
345,31.423
346,32.349
347,34.534
348,33.756
349,31.497
350,26.015
351,27.423
352,32.127
353,36.201
354,35.127
355,34.534
356,34.423
357,29.423
358,23.719
359,19.904
360,19.46
361,-18.17
362,-22.614
363,-24.466
364,-18.244
365,-11.244
366,-8.466
367,-10.318
368,-12.392
369,-6.836
370,1.423
371,8.201
372,13.83
373,19.164
374,24.497
375,26.978
376,27.275
377,28.793
378,29.349
379,28.719
380,27.09
381,31.201
382,34.941
383,36.09
384,33.164
385,33.127
386,33.904
387,28.571
388,22.571
389,18.904
390,18.349
391,-16.873
392,-19.54
393,-19.429
394,-15.096
395,-11.244
396,-10.91
397,-14.91
398,-19.17
399,-16.873
400,-8.985
401,0.053
402,8.793
403,15.904
404,21.164
405,23.534
406,24.312
407,26.164
408,27.349
409,26.608
410,27.645
411,33.053
412,35.793
413,34.719
414,30.312
415,29.497
416,29.608
417,24.793
418,20.497
419,18.127
420,17.201
421,-18.281
422,-19.54
423,-18.244
424,-15.059
425,-12.91
