,mean_output
1,-93.281
2,-91.799
3,-86.244
4,-81.985
5,-80.688
6,-85.207
7,-90.836
8,-94.799
9,-94.799
10,-87.725
11,-86.281
12,-86.688
13,-93.651
14,-93.985
15,-90.281
16,-85.577
17,-84.651
18,-90.133
19,-98.688
20,-105.91
21,-107.429
22,-101.725
23,-94.429
24,-88.096
25,-88.429
26,-85.281
27,-77.873
28,-71.022
29,-72.022
30,-82.577
31,-95.466
32,-93.688
33,-87.207
34,-81.836
35,-79.207
36,-84.022
37,-90.133
38,-94.318
39,-94.577
40,-86.244
41,-83.873
42,-82.54
43,-88.725
44,-87.281
45,-77.096
46,-65.281
47,-57.985
48,-62.947
49,-76.17
50,-89.207
51,-90.503
52,-77.318
53,-60.836
54,-48.762
55,-47.207
56,-43.429
57,-38.281
58,-34.318
59,-38.059
60,-50.614
61,-100.17
62,-98.392
63,-92.022
64,-85.91
65,-81.725
66,-85.836
67,-90.873
68,-93.91
69,-93.947
70,-85.096
71,-80.429
72,-75.318
73,-76.91
74,-69.947
75,-53.059
76,-33.947
77,-22.096
78,-26.725
79,-48.022
80,-70.836
81,-72.725
82,-50.503
83,-23.17
84,-6.54
85,-4.54
86,-3.133
87,-4.244
88,-4.614
89,-9.503
90,-19.17
91,-105.022
92,-103.318
93,-97.799
94,-92.022
95,-86.614
96,-88.762
97,-91.059
98,-91.392
99,-90.614
100,-81.836
101,-75.133
102,-64.688
103,-56.059
104,-43.54
105,-26.022
106,-9.947
107,4.645
108,2.645
109,-23.54
110,-57.688
111,-63.614
112,-36.096
113,-1.614
114,16.46
115,18.201
116,16.423
117,12.608
118,9.053
119,4.46
120,-2.244
121,-106.318
122,-105.059
123,-100.762
124,-96.207
125,-90.355
126,-90.836
127,-90.577
128,-87.873
129,-85.799
130,-78.318
131,-73.91
132,-57.54
133,-37.096
134,-21.651
135,-12.466
136,-10.577
137,5.719
138,9.793
139,-15.799
140,-58.17
141,-73.022
142,-40.651
143,-0.614
144,21.719
145,22.312
146,18.941
147,14.46
148,10.904
149,7.941
150,2.682
151,-104.392
152,-103.54
153,-100.17
154,-96.947
155,-91.466
156,-91.281
157,-89.947
158,-84.985
159,-81.614
160,-75.207
161,-70.355
162,-45.281
163,-15.577
164,2.275
165,4.608
166,-5.873
167,2.941
168,2.83
169,-22.207
170,-65.429
171,-86.762
172,-52.318
173,-12.096
174,13.053
175,16.904
176,16.867
177,9.645
178,-1.17
179,-3.281
180,-0.651
181,-102.429
182,-101.762
183,-99.022
184,-96.54
185,-91.429
186,-90.762
187,-89.207
188,-83.466
189,-79.651
190,-72.836
191,-60.244
192,-26.429
193,6.423
194,19.238
195,16.682
196,2.09
197,-1.985
198,-16.873
199,-45.096
200,-80.318
201,-97.762
202,-63.651
203,-30.429
204,-3.503
205,5.83
206,13.312
207,-0.133
208,-17.762
209,-19.54
210,-5.762
211,-101.244
212,-100.873
213,-99.022
214,-97.614
215,-92.725
216,-91.059
217,-88.873
218,-83.022
219,-79.244
220,-68.651
221,-45.688
222,-8.022
223,17.201
224,13.46
225,6.978
226,-5.947
227,-15.133
228,-40.688
229,-68.133
230,-92.059
231,-102.725
232,-70.059
233,-43.91
234,-14.207
235,-0.429
236,15.238
237,0.09
238,-21.54
239,-24.466
240,-8.281
241,-100.207
242,-100.207
243,-99.355
244,-98.873
245,-94.91
246,-92.577
247,-89.651
248,-83.059
249,-79.281
250,-64.096
251,-33.244
252,5.571
253,18.793
254,-7.651
255,-28.54
256,-44.244
257,-48.133
258,-66.503
259,-84.355
260,-98.059
261,-104.096
262,-70.799
263,-43.466
264,-7.355
265,7.349
266,24.015
267,10.978
268,-10.985
269,-16.873
270,-8.355
271,-99.281
272,-99.614
273,-99.651
274,-99.836
275,-97.281
276,-95.096
277,-91.91
278,-84.688
279,-80.91
280,-63.429
281,-29.281
282,7.756
283,7.534
284,-35.429
285,-69.429
286,-84.244
287,-79.725
288,-80.947
289,-86.947
290,-94.318
291,-101.577
292,-65.836
293,-29.54
294,12.238
295,24.423
296,34.608
297,27.127
298,6.09
299,-3.762
300,-7.244
301,-98.429
302,-98.947
303,-99.762
304,-100.318
305,-98.947
306,-97.022
307,-93.985
308,-87.651
309,-85.059
310,-67.577
311,-30.207
312,6.719
313,-3.947
314,-49.392
315,-90.762
316,-99.836
317,-96.873
318,-89.873
319,-90.651
320,-94.947
321,-101.207
322,-61.947
323,-16.244
324,29.238
325,38.645
326,40.756
327,35.312
328,17.682
329,6.46
330,-3.207
331,-97.688
332,-98.17
333,-99.355
334,-100.022
335,-99.207
336,-97.947
337,-96.429
338,-93.466
339,-92.022
340,-71.614
