,mean_output
1,139.867
2,139.756
3,139.867
4,139.867
5,139.867
6,139.867
7,139.867
8,139.867
9,139.867
10,139.867
11,139.867
12,139.867
13,139.756
14,139.608
15,139.46
16,139.571
17,139.682
18,139.756
19,139.719
20,139.756
21,139.719
22,139.756
23,139.756
24,139.867
25,139.867
26,139.867
27,139.867
28,139.867
29,139.756
30,139.867
31,139.756
32,139.645
33,139.867
34,139.867
35,139.867
36,139.867
37,139.867
38,139.83
39,139.608
40,139.571
41,139.201
42,138.053
43,136.053
44,134.608
45,133.978
46,134.201
47,135.201
48,137.015
49,138.682
50,139.312
51,139.275
52,139.423
53,139.645
54,139.867
55,139.867
56,139.867
57,139.867
58,139.867
59,139.645
60,139.756
61,139.867
62,139.867
63,140.201
64,140.201
65,140.201
66,140.164
67,140.015
68,139.904
69,139.201
70,137.645
71,134.053
72,129.719
73,125.867
74,124.608
75,124.275
76,124.09
77,124.275
78,126.83
79,131.164
80,135.349
81,137.645
82,138.978
83,139.534
84,140.09
85,140.164
86,140.201
87,140.201
88,140.201
89,139.867
90,139.867
91,139.867
92,139.867
93,140.201
94,140.201
95,140.201
96,140.09
97,139.756
98,138.941
99,135.571
100,130.756
101,124.497
102,120.09
103,117.015
104,116.423
105,115.904
106,115.053
107,114.053
108,115.423
109,118.719
110,124.46
111,130.719
112,136.09
113,138.793
114,139.497
115,139.904
116,140.127
117,140.201
118,140.201
119,139.867
120,139.867
121,139.867
122,139.867
123,140.201
124,140.201
125,140.09
126,139.793
127,138.719
128,135.164
129,128.793
130,122.164
131,116.534
132,113.645
133,111.719
134,111.719
135,111.127
136,109.608
137,107.238
138,106.719
139,108.09
140,112.534
141,119.941
142,128.645
143,135.312
144,138.386
145,139.46
146,140.015
147,140.201
148,140.201
149,139.867
150,139.867
151,139.867
152,139.867
153,140.201
154,140.09
155,139.756
156,139.015
157,135.053
158,128.46
159,120.645
160,116.312
161,114.719
162,114.201
163,113.09
164,112.053
165,110.682
166,108.534
167,105.756
168,104.127
169,103.571
170,105.275
171,109.571
172,118.386
173,128.09
174,135.534
175,138.83
176,139.756
177,140.09
178,140.201
179,139.867
180,139.867
181,139.867
182,139.867
183,140.201
184,139.978
185,139.423
186,136.867
187,129.867
188,121.867
189,116.238
190,116.238
191,117.127
192,115.867
193,112.941
194,110.497
195,109.09
196,107.164
197,104.571
198,102.941
199,102.83
200,103.46
201,104.46
202,108.941
203,118.793
204,129.793
205,137.275
206,139.497
207,139.978
208,140.201
209,139.867
210,139.867
211,139.867
212,139.867
213,140.201
214,139.978
215,138.645
216,132.793
217,124.349
218,117.904
219,116.756
220,118.201
221,117.423
222,114.127
223,110.571
224,108.238
225,107.238
226,105.941
227,104.349
228,103.127
229,102.386
230,103.053
231,103.053
232,104.127
233,110.571
234,122.238
235,133.645
236,139.015
237,139.867
238,140.201
239,139.867
240,139.867
241,139.867
242,139.867
243,140.127
244,139.941
245,136.793
246,128.423
247,121.312
248,118.09
249,119.719
250,118.793
251,114.719
252,109.978
253,106.423
254,105.053
255,105.09
256,105.423
257,105.386
258,104.275
259,102.571
260,101.904
261,102.941
262,102.793
263,105.015
264,114.053
265,127.09
266,137.312
267,139.867
268,140.127
269,139.867
270,139.867
271,139.867
272,139.867
273,140.053
274,139.497
275,134.201
276,125.608
277,120.497
278,120.015
279,121.793
280,117.386
281,110.571
282,104.349
283,101.312
284,100.46
285,100.46
286,102.46
287,103.941
288,104.497
289,102.904
290,101.978
291,102.756
292,103.164
293,101.793
294,107.719
295,119.682
296,133.793
297,139.719
298,140.053
299,139.867
300,139.867
301,139.867
302,139.793
303,139.904
304,138.201
305,130.719
306,123.941
307,120.719
308,122.941
309,122.015
310,114.904
311,106.09
312,99.756
313,98.534
314,94.904
315,87.015
316,89.053
317,96.09
318,106.09
319,105.682
320,104.349
321,103.941
322,104.238
323,101.201
324,103.756
325,113.978
326,128.867
327,138.867
328,139.978
329,139.867
330,139.867
331,139.867
332,139.719
333,139.904
334,136.571
335,128.053
336,122.645
337,121.534
338,124.497
339,120.127
340,110.793
341,101.534
342,96.978
343,98.608
344,90.608
345,73.423
346,73.978
347,88.571
348,109.682
349,110.127
350,107.46
351,105.164
352,104.904
353,102.275
354,101.867
355,110.312
356,123.83
357,137.09
358,140.053
359,139.867
360,139.867
361,139.867
362,139.719
363,139.904
364,134.904
365,126.164
366,121.423
367,122.312
368,124.164
369,116.756
370,105.793
371,97.349
372,95.904
373,100.83
374,86.423
375,57.201
376,54.053
377,78.09
378,112.756
379,115.275
380,110.534
381,106.164
382,104.941
383,103.645
384,100.83
385,107.015
386,118.83
387,134.312
388,140.127
389,139.867
390,139.867
391,139.867
392,139.756
393,139.867
394,133.275
395,125.201
396,120.867
397,123.534
398,123.015
399,113.571
400,101.941
401,96.275
402,98.497
403,105.83
404,86.386
405,52.164
406,46.497
407,75.053
408,113.904
409,117.46
410,112.053
411,107.09
412,105.015
413,104.645
414,99.719
415,103.275
416,114.312
417,131.312
418,140.164
419,139.83
420,139.867
421,139.867
422,139.756
423,139.682
424,131.756
425,124.423
426,120.571
427,124.682
428,122.423
429,111.978
430,101.015
431,98.534
432,102.386
433,106.571
434,82.312
435,48.793
436,44.46
437,74.904
438,112.645
439,118.164
440,113.941
441,109.127
442,106.015
443,105.719
444,99.053
445,100.09
446,110.571
447,128.608
448,140.09
449,139.793
450,139.867
451,139.867
452,139.682
453,139.608
454,131.015
455,124.09
456,120.793
457,126.015
458,123.349
459,112.571
460,102.867
461,101.238
462,101.682
463,93.571
464,66.127
465,47.645
466,54.238
467,85.09
468,110.867
469,117.423
470,116.127
471,111.904
472,107.608
473,106.719
474,98.83
475,97.83
476,107.83
477,126.571
478,139.904
479,139.756
480,139.867
481,139.867
482,139.645
483,139.645
484,131.534
485,124.941
486,122.312
487,127.941
488,124.904
489,112.349
490,101.386
491,97.645
492,90.756
493,68.645
494,40.053
495,39.719
496,59.904
497,90.015
498,102.941
499,109.756
500,112.756
501,111.682
502,108.127
503,107.09
504,98.349
505,96.423
506,106.238
507,125.756
508,139.793
509,139.756
510,139.867
511,139.867
512,139.534
513,139.645
514,132.867
515,126.238
516,124.053
517,129.238
518,127.349
519,113.571
520,99.793
521,92.608
522,81.127
523,55.682
524,32.09
525,40.127
526,63.423
527,86.423
528,91.238
529,97.312
530,103.793
531,107.423
532,107.201
533,106.941
534,97.83
535,96.423
536,106.534
537,126.719
538,139.793
539,139.756
540,139.867
541,139.867
542,139.497
543,139.497
544,134.46
545,127.497
546,124.978
547,128.386
548,128.682
549,116.867
550,103.127
551,94.941
552,85.83
553,70.275
554,54.682
555,57.534
556,71.275
557,85.719
558,90.608
559,95.386
560,101.09
561,105.571
562,106.904
563,106.238
564,97.386
565,98.053
566,109.201
567,129.497
568,139.904
569,139.756
570,139.867
571,139.867
572,139.571
573,139.534
574,136.275
575,129.275
576,125.571
577,126.053
578,128.608
579,121.793
580,111.312
581,103.608
582,98.941
583,94.645
584,88.719
585,86.867
586,90.127
587,95.645
588,100.127
589,103.386
590,105.127
591,106.349
592,107.053
593,104.534
594,96.201
595,99.719
596,113.238
597,133.201
598,140.015
599,139.793
600,139.867
601,139.867
602,139.756
603,139.682
604,137.904
605,130.941
606,125.164
607,122.793
608,126.238
609,126.015
610,120.645
611,114.127
612,110.867
613,110.904
614,109.534
615,107.978
616,108.201
617,111.497
618,114.571
619,115.015
620,112.09
621,108.756
622,107.497
623,100.719
624,93.867
625,100.423
626,118.164
627,136.46
628,139.978
629,139.83
630,139.867
631,139.867
632,139.867
633,139.867
634,139.053
635,133.164
636,125.164
637,120.793
638,122.719
639,126.571
640,124.312
641,119.275
642,114.682
643,113.238
644,113.534
645,114.793
646,116.608
647,118.349
648,118.682
649,116.349
650,111.719
651,108.349
652,106.127
653,95.941
654,92.46
655,102.793
656,124.312
657,138.645
658,139.941
659,139.867
660,139.867
661,139.867
662,139.867
663,139.978
664,139.571
665,135.571
666,126.682
667,119.978
668,119.46
669,124.571
670,126.015
671,123.053
672,118.904
673,116.497
674,116.127
675,116.793
676,117.645
677,117.682
