,mean_output
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,8.117
115,24.35
116,32.467
117,32.738
118,33.279
119,33.55
120,32.029
121,15.55
122,9.238
123,25.509
124,32.738
125,32.404
126,32.342
127,32.404
128,32.342
129,32.175
130,32.446
131,32.667
132,32.334
133,31.446
134,30.321
135,29.488
136,29.592
137,29.634
138,29.154
139,28.925
140,28.842
141,28.8
142,29.654
143,16.029
144,10.071
145,24.238
146,29.967
147,29.654
148,29.425
149,29.467
150,25.717
151,25.3
152,29.009
153,30.279
154,30.196
155,28.8
156,28.967
157,29.8
158,29.217
159,28.092
160,29.217
161,30.342
162,29.342
163,29.238
164,30.009
165,13.342
166,5.363
167,22.05
168,28.75
169,28.75
170,29.738
171,28.925
172,28.592
173,29.134
174,27.842
175,27.279
176,27.488
177,27.404
178,28.529
179,28.904
180,29.071
181,29.196
182,28.779
183,28.8
184,28.404
185,27.925
186,27.279
187,12.35
188,12.484
189,26.821
190,27.55
191,28.446
192,27.571
193,26.884
194,27.321
195,27.196
196,25.988
197,25.238
198,24.759
199,25.904
200,27.863
201,27.925
202,27.988
203,28.238
204,28.55
205,28.8
206,28.6
207,28.017
208,15.717
209,3.133
210,14.634
211,27.446
212,27.238
213,26.55
214,28.05
215,28.925
216,27.967
217,27.342
218,26.988
219,27.321
220,27.446
221,27.196
222,27.467
223,28.321
224,11.52
225,0.0
226,24.35
227,73.05
228,97.401
229,97.734
230,98.401
231,98.713
232,95.526
233,46.005
234,24.276
235,73.338
236,97.401
237,97.213
238,97.151
239,97.151
240,97.338
241,97.338
242,97.651
243,97.951
244,96.967
245,94.421
246,91.921
247,90.296
