,mean_output
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.009
115,0.004
116,-0.104
117,-0.128
118,-0.073
119,-0.108
120,-0.126
121,-0.061
122,0.062
123,0.033
124,-0.058
125,-0.064
126,-0.038
127,-0.003
128,0.064
129,0.091
130,0.074
131,-0.007
132,-0.098
133,-0.09
134,-0.086
135,-0.138
136,-0.11
137,-0.06
138,0.021
139,0.106
140,0.079
141,0.018
142,0.028
143,0.049
144,0.033
145,0.053
146,-0.036
147,-0.161
148,-0.131
149,-0.063
150,-0.007
151,0.009
152,-0.037
153,-0.118
154,-0.145
155,-0.051
156,0.043
157,-0.028
158,-0.124
159,-0.123
160,-0.105
161,-0.041
162,0.013
163,-0.047
164,-0.067
165,-0.021
166,0.023
167,0.079
168,0.063
169,0.026
170,0.02
171,0.005
172,-0.065
173,-0.171
174,-0.097
175,-0.01
176,-0.1
177,-0.136
178,-0.074
179,-0.007
180,-0.002
181,0.029
182,0.023
183,-0.02
184,-0.031
185,-0.045
186,-0.045
187,-0.03
188,-0.023
189,-0.035
190,-0.052
191,-0.042
192,-0.002
193,-0.006
194,-0.023
195,-0.003
196,0.068
197,0.124
198,0.125
199,0.089
200,-0.017
201,-0.054
202,0.023
203,-0.003
204,-0.005
205,0.097
206,0.072
207,-0.062
208,-0.075
209,0.078
210,0.083
211,0.073
212,0.077
213,0.05
214,0.099
215,0.188
216,0.199
217,0.135
218,0.011
219,-0.046
220,0.039
221,0.121
222,0.152
223,0.165
224,0.062
225,0.0
226,-0.087
227,-0.281
228,-0.399
229,-0.324
230,-0.163
231,-0.153
232,-0.228
233,-0.215
234,-0.071
235,-0.028
