,mean_output
1,44.581
2,36.722
3,36.714
4,36.717
5,36.685
6,36.674
7,36.674
8,36.674
9,36.674
10,36.674
11,36.674
12,36.674
13,36.661
14,36.659
15,36.664
16,36.673
17,36.688
18,36.673
19,36.723
20,36.809
21,36.818
22,36.852
23,36.868
24,36.727
25,36.508
26,36.403
27,36.446
28,36.461
29,36.26
30,36.208
31,36.069
32,36.039
33,35.999
34,35.945
35,36.083
36,36.275
37,36.581
38,36.768
39,37.039
40,36.868
41,36.645
42,36.172
43,36.213
44,36.327
45,36.869
46,36.304
47,35.803
48,35.12
49,35.628
50,36.053
51,36.5
52,36.992
53,37.003
54,36.177
55,35.261
56,34.729
57,34.803
58,35.669
59,36.415
60,38.298
61,40.254
62,42.348
63,43.278
64,44.022
65,44.546
66,42.615
67,39.104
68,36.41
69,36.724
70,37.613
71,37.498
72,36.679
73,36.679
74,38.429
75,37.015
76,36.095
77,32.533
78,32.026
79,30.786
80,32.028
81,33.853
82,35.214
83,35.422
84,35.188
85,35.071
86,38.16
87,39.214
88,41.571
89,37.967
90,36.747
91,34.377
92,34.907
93,34.849
94,33.37
95,31.85
96,31.001
97,30.621
98,31.889
99,33.72
100,35.764
101,36.031
102,35.145
103,34.666
104,34.339
105,34.567
106,34.518
107,33.651
108,32.227
109,31.737
110,32.424
111,33.95
112,35.89
113,37.593
114,38.809
115,38.004
116,36.628
117,35.401
118,38.173
119,36.588
120,36.49
121,32.329
122,32.771
123,32.067
124,32.799
125,33.639
126,33.981
127,32.94
128,30.969
129,29.462
130,29.77
131,30.765
132,31.443
133,31.244
134,31.673
135,33.419
136,34.376
137,35.25
138,34.715
139,35.992
140,36.128
141,33.814
142,30.84
143,29.245
144,30.406
145,30.944
146,31.018
147,31.448
148,32.877
149,33.31
150,31.469
151,28.684
152,27.105
153,27.649
154,28.846
155,29.362
156,28.945
157,29.134
158,40.437
159,48.196
160,49.982
161,51.239
162,48.369
163,51.795
164,49.108
165,55.031
166,52.929
167,58.054
168,61.98
169,60.647
170,46.841
171,33.747
172,36.289
173,37.024
174,43.217
175,42.133
176,41.158
177,39.28
178,42.196
179,46.524
180,40.55
181,31.855
182,24.413
183,26.502
184,30.038
185,41.531
186,47.433
187,48.045
188,40.606
189,35.135
190,35.451
191,35.422
192,53.65
193,63.085
194,70.22
195,49.366
196,37.568
197,28.717
198,27.903
199,26.285
200,24.613
201,27.305
202,31.849
203,33.905
204,32.349
205,28.979
206,31.71
207,31.637
208,33.41
209,31.313
210,31.685
211,31.761
212,35.356
213,46.762
214,54.69
215,51.454
216,41.234
217,34.801
218,38.076
219,43.024
220,48.631
221,47.257
222,52.148
223,34.737
224,20.842
225,20.776
226,20.757
227,20.718
228,20.706
229,20.706
230,20.703
231,20.703
232,20.706
233,20.73
234,20.766
235,20.789
236,20.786
237,20.776
238,20.906
239,21.138
240,21.248
241,21.141
242,20.994
243,20.844
244,20.906
245,21.003
246,21.17
247,21.113
248,20.99
249,20.856
250,20.922
251,21.033
252,21.349
253,21.48
254,21.467
255,21.251
256,20.925
257,20.916
258,20.897
259,20.954
260,20.865
261,21.177
262,21.065
263,21.091
264,20.585
265,20.705
266,20.85
267,21.901
268,21.649
269,21.572
270,20.688
271,21.086
272,20.973
273,21.242
274,21.628
275,21.641
276,21.251
277,20.783
278,20.625
279,20.615
280,21.922
281,23.272
282,25.551
283,28.136
284,31.793
285,35.931
286,39.694
287,42.63
288,40.334
289,34.134
290,27.109
291,24.054
292,23.481
293,22.993
294,21.914
295,21.997
296,27.145
297,28.627
298,30.231
299,24.763
300,23.056
301,20.627
302,22.03
303,23.446
304,23.485
305,22.212
306,21.332
307,21.191
308,25.349
309,28.811
310,32.907
311,28.609
312,25.671
313,22.654
314,23.996
315,24.305
316,22.597
317,21.389
318,21.007
319,21.379
320,22.248
321,23.28
322,23.74
323,22.755
324,20.899
325,20.258
326,20.02
327,20.435
328,20.461
329,20.151
330,19.194
331,19.352
332,20.692
333,24.483
334,31.625
335,38.183
336,40.975
337,34.384
338,26.687
339,20.723
340,24.638
341,24.927
342,26.858
343,22.071
