,mean_output
1,2.497
2,18.349
3,34.386
4,39.978
5,36.83
6,33.608
7,29.867
8,23.904
9,15.608
10,7.497
11,2.201
12,1.793
13,7.497
14,11.053
15,8.867
16,5.46
17,5.904
18,11.201
19,13.793
20,11.867
21,5.941
22,1.978
23,3.127
24,7.571
25,11.201
26,17.127
27,24.497
28,29.571
29,30.46
30,30.682
31,32.349
32,33.015
33,30.312
34,26.756
35,33.164
36,44.349
37,56.719
38,62.127
39,64.645
40,63.312
41,60.423
42,58.608
43,58.645
44,56.09
45,53.793
46,57.682
47,67.941
48,77.09
49,71.793
50,50.127
51,25.46
52,8.09
53,3.423
54,4.127
55,10.164
56,17.201
57,26.497
58,35.904
59,39.053
60,36.497
61,34.941
62,44.053
63,51.645
64,57.238
65,58.312
66,52.941
67,35.904
68,18.386
69,12.793
70,15.015
71,17.09
72,20.793
73,31.201
74,43.46
75,50.497
76,47.349
77,38.09
78,26.497
79,19.201
80,21.053
81,32.238
82,43.46
83,42.571
84,36.349
85,31.164
86,34.941
87,38.238
88,41.127
89,32.201
90,17.423
91,6.423
92,7.423
93,13.978
94,10.164
95,0.682
96,-8.244
97,-5.947
98,5.238
99,19.386
100,29.015
101,34.201
102,37.645
103,41.756
104,37.015
105,27.682
106,21.608
107,23.238
108,32.83
109,45.349
110,57.423
111,61.941
112,59.904
113,56.423
114,52.867
115,47.275
116,45.015
117,44.941
118,46.571
119,51.312
120,56.904
121,61.015
122,62.312
123,61.497
124,62.201
125,61.164
126,63.645
127,68.978
128,68.978
129,64.015
130,55.904
131,50.497
132,40.941
133,27.608
134,24.164
135,30.201
136,42.682
137,45.867
138,44.053
139,43.645
140,47.312
141,54.238
142,50.719
143,36.867
144,22.756
145,17.867
146,23.238
147,28.608
148,23.756
149,7.645
150,1.09
151,12.46
152,35.386
153,46.312
154,48.978
155,49.867
156,50.201
157,47.09
158,46.83
159,45.015
160,39.164
161,24.756
162,22.201
163,33.127
164,48.904
165,56.756
166,51.978
167,39.497
168,29.83
169,28.904
170,38.015
171,46.386
172,52.608
173,58.312
174,61.608
175,62.867
176,62.238
177,61.682
178,56.386
179,48.386
180,45.83
181,48.312
182,50.386
183,47.941
184,48.275
185,57.015
186,60.941
187,60.053
188,54.46
189,53.015
190,56.312
191,60.349
192,62.386
193,59.127
194,49.756
195,42.238
196,44.645
197,53.053
198,58.83
199,52.978
200,41.682
201,35.682
202,43.756
203,56.09
204,63.09
205,57.312
206,50.127
207,41.83
208,36.756
209,36.127
210,43.275
211,49.904
212,50.978
213,48.497
214,51.534
215,59.608
216,63.941
217,58.719
218,49.015
219,43.275
220,44.941
221,51.238
222,53.682
223,9.127
224,22.275
225,25.423
226,16.09
227,5.053
228,1.645
229,-0.207
230,-4.725
231,-10.355
232,-11.392
233,-8.059
234,-0.762
235,8.201
236,14.053
237,14.83
238,12.349
239,9.312
240,8.978
241,6.793
242,6.793
243,6.534
244,11.608
245,20.015
246,29.053
247,33.793
248,35.941
249,37.423
250,36.793
251,33.201
252,32.793
253,35.349
254,38.127
255,34.941
256,30.349
257,38.534
258,50.053
259,59.349
260,60.941
261,63.127
262,64.719
263,63.238
264,61.09
265,60.719
266,59.793
267,58.978
268,61.386
269,67.497
270,74.349
271,69.867
272,44.682
273,17.312
274,-0.873
275,-4.318
276,-4.725
277,-0.503
278,12.534
279,28.534
280,42.164
281,45.164
282,41.756
283,39.645
284,48.719
285,58.238
286,68.164
287,71.682
288,66.682
289,46.867
290,26.349
291,22.645
292,30.719
293,38.941
294,38.423
295,40.201
296,45.867
297,53.571
298,54.756
299,47.312
300,34.46
301,22.904
302,19.312
303,29.608
304,42.719
305,45.127
306,36.423
307,25.312
308,24.978
309,26.238
310,29.238
311,18.756
312,8.793
313,1.867
314,3.719
315,10.127
316,13.46
317,12.941
318,8.423
319,10.275
320,23.349
321,41.275
322,52.46
323,56.867
324,54.275
325,54.127
326,51.941
327,47.09
328,39.534
329,33.941
330,38.46
331,48.423
332,59.053
333,63.386
334,63.46
335,63.015
336,62.941
337,58.83
338,55.09
339,49.756
340,46.941
341,50.941
342,57.941
343,64.053
344,65.127
345,62.793
346,63.053
347,62.608
348,66.386
349,71.941
350,73.015
351,69.534
352,61.978
353,55.571
354,41.719
355,18.941
356,6.682
357,8.608
358,25.423
359,35.571
360,38.312
361,37.756
362,37.275
363,40.534
364,33.793
365,17.571
366,7.941
367,10.534
368,22.719
369,28.904
370,24.608
371,12.682
372,6.608
373,13.941
374,32.682
375,45.978
376,55.645
377,58.312
378,55.127
379,47.867
380,44.534
381,40.571
382,31.756
383,19.534
384,19.756
385,34.719
386,51.793
387,60.571
388,53.275
389,34.756
390,18.46
391,15.941
392,29.46
393,42.46
394,50.275
395,56.682
396,63.793
397,69.756
398,71.645
399,70.09
400,60.904
401,47.904
402,41.386
403,42.201
404,44.719
405,43.645
406,45.756
407,55.386
408,59.941
409,60.349
410,55.497
411,53.164
412,54.164
413,55.645
414,55.053
415,51.312
416,44.127
417,39.978
418,42.46
419,50.645
420,56.015
421,51.497
422,39.904
423,35.904
424,45.571
425,59.497
426,64.904
427,56.83
428,48.793
429,40.201
430,32.904
431,30.756
432,38.608
433,49.164
434,51.349
435,48.386
436,48.534
437,53.201
438,56.497
439,53.719
440,49.349
441,48.053
442,52.275
443,58.09
444,53.645
445,9.534
446,17.719
447,12.83
448,-0.355
449,-10.022
450,-10.725
451,-15.355
452,-26.17
453,-34.318
454,-29.614
455,-15.91
456,-0.429
457,8.904
458,12.312
459,13.201
460,11.312
461,8.497
462,6.682
463,4.164
464,7.608
465,13.756
466,27.201
467,40.497
468,50.793
469,54.904
470,52.756
471,49.571
472,42.941
473,34.571
474,27.201
475,23.608
476,26.645
477,30.719
478,37.312
479,49.497
480,54.682
481,51.682
482,45.904
483,51.571
484,60.497
485,64.238
486,63.571
487,65.201
488,68.127
489,69.09
490,67.015
491,62.053
492,59.867
493,56.09
494,38.83
495,20.534
496,7.756
497,3.09
498,-2.985
499,-2.985
500,9.83
501,25.312
502,37.46
503,37.867
504,36.053
505,37.941
506,51.941
507,64.423
508,72.053
509,72.904
510,69.83
511,56.386
512,40.386
513,37.608
514,45.941
515,55.904
516,53.534
517,50.682
518,53.867
519,61.053
520,61.127
521,52.386
522,41.164
523,32.793
524,28.497
525,35.756
526,46.423
527,47.386
528,33.275
529,13.275
530,6.719
531,5.978
532,11.571
533,5.164
534,1.201
535,-2.651
536,-1.207
537,8.312
538,21.127
539,30.386
540,30.756
541,30.497
542,39.682
543,55.645
544,65.904
545,70.053
546,61.756
547,54.978
548,52.386
549,52.534
