,mean_output
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,2.528
115,2.528
116,2.162
117,2.162
118,2.049
119,2.049
120,2.058
121,2.058
122,2.128
123,2.128
124,2.13
125,2.13
126,2.111
127,2.111
128,2.112
129,2.112
130,2.088
131,2.088
132,2.1
133,2.1
134,2.092
135,2.092
136,2.151
137,2.151
138,2.156
139,2.156
140,2.149
141,2.149
142,2.159
143,2.159
144,2.49
145,2.49
146,2.984
147,2.984
148,2.662
149,2.662
150,2.446
151,2.446
152,2.352
153,2.352
154,2.158
155,2.158
156,2.438
157,2.438
158,2.699
159,2.699
160,2.27
161,2.27
162,2.236
163,2.236
164,2.266
165,2.266
166,2.121
167,2.121
168,2.21
169,2.21
170,2.99
171,2.99
172,2.875
173,2.875
174,2.378
175,2.378
176,2.198
177,2.198
178,2.241
179,2.241
180,2.169
181,2.169
182,2.234
183,2.234
184,2.255
185,2.255
186,2.122
187,2.122
188,2.226
189,2.226
190,2.108
191,2.108
192,2.644
193,2.644
194,3.862
195,3.862
196,3.878
197,3.878
198,3.941
199,3.941
200,3.651
201,3.651
202,3.54
203,3.54
204,3.118
205,3.118
206,3.387
207,3.387
208,2.996
209,2.996
210,3.824
211,3.824
212,3.364
213,3.364
214,2.607
215,2.607
216,2.739
217,2.739
218,2.43
219,2.43
220,3.233
221,3.233
222,3.321
223,3.321
224,3.351
225,0.0
226,2.528
227,2.528
228,2.162
229,2.162
230,2.049
231,2.049
232,2.058
233,2.058
234,2.128
235,2.128
236,2.13
237,2.13
238,2.111
239,2.111
240,2.112
241,2.112
242,2.088
243,2.088
244,2.1
245,2.1
246,2.092
247,2.092
