,mean_output
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,-0.055
115,-0.153
116,-0.213
117,-0.195
118,-0.179
119,-0.164
120,-0.142
121,-0.107
122,-0.018
123,0.023
124,0.016
125,0.021
126,0.06
127,0.124
128,0.168
129,0.174
130,0.176
131,0.177
132,0.18
133,0.18
134,0.179
135,0.18
136,0.183
137,0.184
138,0.184
139,0.184
140,0.184
141,0.183
142,0.182
143,0.183
144,0.184
145,0.184
146,0.183
147,0.182
148,0.183
149,0.182
150,0.184
151,0.184
152,0.182
153,0.181
154,0.18
155,0.18
156,0.183
157,0.183
158,0.182
159,0.184
160,0.185
161,0.184
162,0.182
163,0.182
164,0.184
165,0.183
166,0.184
167,0.185
168,0.182
169,0.181
170,0.162
171,0.133
172,0.15
173,0.18
174,0.182
175,0.18
176,0.181
177,0.181
178,0.18
179,0.181
180,0.181
181,0.18
182,0.18
183,0.181
184,0.18
185,0.18
186,0.179
187,0.181
188,0.182
189,0.18
190,0.182
191,0.179
192,0.181
193,0.111
194,-0.037
195,-0.051
196,0.095
197,0.18
198,0.179
199,0.18
200,0.18
201,0.18
202,0.178
203,0.179
204,0.178
205,0.173
206,0.172
207,0.171
208,0.153
209,0.104
210,0.053
211,0.063
212,0.123
213,0.157
214,0.156
215,0.15
216,0.148
217,0.145
218,0.144
219,0.141
220,0.137
221,0.134
222,0.128
223,0.124
224,0.049
225,0.0
226,-0.173
227,-0.491
228,-0.663
229,-0.592
230,-0.528
231,-0.48
232,-0.416
233,-0.275
234,-0.023
235,0.074
236,0.072
237,0.105
238,0.183
239,0.343
240,0.496
241,0.526
242,0.53
243,0.537
244,0.543
