,mean_output
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,6.138
115,18.413
116,24.175
117,23.238
118,22.675
119,22.925
120,23.988
121,24.8
122,24.592
123,24.509
124,24.884
125,26.009
126,27.384
127,27.529
128,26.696
129,26.029
130,26.529
131,28.45
132,29.55
133,29.509
134,28.425
135,26.863
136,25.425
137,25.3
138,27.446
139,29.238
140,28.446
141,27.821
142,28.175
143,29.154
144,29.613
145,29.509
146,29.446
147,28.654
148,28.446
149,28.738
150,28.467
151,27.817
152,27.925
153,28.217
154,27.55
155,27.717
156,29.05
157,29.571
158,27.613
159,25.009
160,25.238
161,27.654
162,29.238
163,29.446
164,29.509
165,29.134
166,27.509
167,25.634
168,24.534
169,26.2
170,29.8
171,30.488
172,29.425
173,28.196
174,27.592
175,26.196
176,23.925
177,23.05
178,23.113
179,23.925
180,25.113
181,25.842
182,26.196
183,25.821
184,24.154
185,22.613
186,23.029
187,24.034
188,24.934
189,26.196
190,27.029
191,26.863
192,25.8
193,24.884
194,18.925
195,11.321
196,7.842
197,5.988
198,5.113
199,4.383
200,4.175
201,5.196
202,5.446
203,4.133
204,2.55
205,1.717
206,1.483
207,8.333
208,23.196
209,29.238
210,31.863
211,31.571
212,28.904
213,27.863
214,28.759
215,29.259
216,29.384
217,30.634
218,31.738
219,15.967
220,-4.679
221,-9.992
222,-12.929
223,-4.367
224,2.687
225,0.0
226,19.788
227,59.363
228,78.859
229,77.817
230,76.338
231,75.567
232,75.421
233,75.317
234,75.671
235,76.401
236,77.276
237,78.838
238,80.338
239,81.796
240,83.255
241,83.859
242,84.338
243,84.651
244,82.617
245,77.234
246,76.442
247,77.588
