,mean_output
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,-0.154
115,-1.275
116,6.008
117,16.592
118,16.988
119,11.571
120,4.925
121,1.258
122,-1.304
123,-1.242
124,3.05
125,2.488
126,-1.367
127,-2.242
128,1.196
129,4.3
130,3.8
131,5.133
132,8.533
133,13.529
134,14.821
135,14.654
136,14.383
137,15.092
138,16.842
139,14.425
140,8.863
141,6.508
142,6.383
143,5.613
144,4.008
145,7.05
146,9.738
147,8.071
148,5.675
149,1.529
150,3.517
151,8.467
152,9.196
153,7.925
154,10.967
155,9.342
156,6.196
157,8.258
158,9.467
159,5.196
160,4.55
161,1.425
162,-3.783
163,-1.179
164,1.321
165,4.029
166,1.8
167,-0.158
168,8.367
169,13.117
170,12.467
171,9.842
172,12.279
173,14.696
174,13.758
175,14.113
176,14.967
177,14.238
178,11.55
179,10.175
180,11.55
181,13.779
182,13.175
183,12.404
184,14.738
185,11.925
186,6.779
187,4.917
188,5.917
189,9.113
190,9.071
191,9.821
192,12.883
193,11.675
194,10.55
195,12.279
196,11.717
197,11.883
198,13.133
199,14.3
200,13.05
201,11.967
202,12.717
203,13.279
204,13.446
205,14.654
206,14.633
207,14.033
208,15.8
209,15.383
210,13.404
211,13.988
212,12.925
213,11.592
214,13.217
215,12.696
216,9.904
217,9.946
218,13.05
219,15.842
220,17.175
221,12.675
222,9.238
223,12.154
224,5.553
225,0.0
226,-1.046
227,1.405
228,18.213
229,28.588
230,23.525
231,14.859
232,3.984
233,4.275
234,6.171
235,5.088
236,9.109
237,6.275
238,2.692
239,6.88
240,15.88
241,22.046
242,23.671
243,22.267
244,28.467
245,44.338
246,46.984
