,mean_output
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.042
115,0.126
116,0.165
117,0.157
118,0.153
119,0.155
120,0.163
121,0.17
122,0.168
123,0.167
124,0.17
125,0.179
126,0.19
127,0.191
128,0.184
129,0.179
130,0.183
131,0.198
132,0.207
133,0.207
134,0.198
135,0.186
136,0.175
137,0.174
138,0.19
139,0.204
140,0.198
141,0.193
142,0.196
143,0.204
144,0.207
145,0.207
146,0.206
147,0.2
148,0.198
149,0.2
150,0.198
151,0.193
152,0.194
153,0.196
154,0.191
155,0.192
156,0.203
157,0.207
158,0.192
159,0.171
160,0.173
161,0.192
162,0.204
163,0.206
164,0.207
165,0.204
166,0.191
167,0.176
168,0.168
169,0.181
170,0.209
171,0.214
172,0.206
173,0.196
174,0.192
175,0.181
176,0.163
177,0.156
178,0.156
179,0.163
180,0.172
181,0.178
182,0.181
183,0.178
184,0.165
185,0.152
186,0.156
187,0.164
188,0.171
189,0.181
190,0.187
191,0.186
192,0.177
193,0.17
194,0.124
195,0.064
196,0.037
197,0.022
198,0.015
199,0.009
200,0.008
201,0.016
202,0.018
203,0.008
204,-0.005
205,-0.011
206,-0.013
207,0.04
208,0.157
209,0.204
210,0.225
211,0.223
212,0.202
213,0.194
214,0.201
215,0.205
216,0.206
217,0.215
218,0.224
219,0.1
220,-0.062
221,-0.103
222,-0.126
223,-0.059
224,0.011
225,0.0
226,0.137
227,0.41
228,0.544
229,0.536
230,0.524
231,0.518
232,0.517
233,0.516
234,0.519
235,0.525
236,0.531
237,0.544
238,0.555
239,0.567
240,0.578
241,0.583
242,0.587
243,0.589
244,0.573
245,0.531
246,0.525
