,mean_output
1,37.165
2,31.891
3,31.934
4,32.286
5,32.572
6,32.607
7,32.611
8,32.922
9,33.122
10,33.162
11,32.961
12,32.72
13,32.467
14,32.026
15,31.583
16,31.061
17,30.77
18,30.741
19,31.015
20,31.155
21,31.088
22,30.725
23,30.279
24,29.802
25,29.612
26,29.504
27,29.394
28,29.261
29,29.329
30,29.495
31,29.539
32,29.427
33,29.36
34,29.228
35,29.214
36,29.208
37,29.205
38,29.025
39,28.684
40,28.434
41,28.285
42,28.244
43,28.131
44,28.051
45,27.955
46,27.792
47,27.409
48,27.085
49,26.834
50,26.547
51,26.025
52,25.413
53,25.373
54,25.732
55,26.323
56,26.603
57,26.685
58,26.714
59,26.791
60,26.965
61,27.181
62,27.234
63,26.876
64,26.336
65,25.997
66,26.016
67,26.237
68,26.393
69,26.557
70,26.574
71,26.517
72,26.261
73,25.958
74,25.579
75,25.372
76,25.035
77,24.969
78,24.951
79,25.129
80,24.854
81,24.556
82,24.375
83,24.596
84,24.745
85,24.903
86,24.91
87,24.669
88,24.262
89,24.043
90,24.283
91,24.233
92,23.878
93,23.492
94,23.481
95,23.57
96,23.506
97,23.573
98,23.826
99,23.891
100,23.58
101,23.029
102,22.657
103,22.542
104,22.596
105,22.804
106,23.147
107,23.32
108,23.096
109,22.731
110,22.797
111,23.243
112,23.553
113,23.4
114,23.328
115,22.92
116,23.135
117,25.242
118,25.351
119,20.592
120,13.849
121,8.416
122,7.154
123,5.568
124,5.021
125,4.61
126,4.413
127,4.499
128,4.032
129,3.542
130,2.628
131,2.85
132,3.354
133,4.352
134,4.681
135,4.41
136,3.902
137,3.47
138,3.461
139,3.177
140,3.073
141,3.247
142,3.692
143,3.721
144,3.929
145,4.262
146,4.939
147,4.902
148,4.302
149,3.755
150,3.409
151,3.396
152,3.165
153,2.951
154,2.823
155,2.942
156,3.406
157,3.831
158,4.203
159,4.171
160,3.901
161,3.767
162,3.674
163,3.83
164,4.056
165,3.918
166,4.782
167,5.147
168,5.748
169,5.122
170,4.761
171,4.487
172,4.424
173,4.401
174,4.645
175,4.87
176,5.123
177,5.075
178,5.089
179,5.048
180,4.847
181,4.79
182,4.714
183,5.235
184,5.698
185,5.718
186,5.042
187,4.243
188,3.856
189,3.999
190,4.623
191,5.447
192,5.955
193,5.967
194,5.659
195,5.482
196,5.232
197,5.84
198,6.316
199,6.949
200,6.662
201,6.455
202,6.223
203,6.203
204,6.463
205,7.046
206,7.765
207,8.044
208,8.203
209,7.77
210,7.777
211,7.346
212,7.528
213,7.657
214,7.885
215,7.893
216,7.926
217,8.321
218,9.098
219,9.71
220,10.048
221,10.112
222,12.071
223,29.672
224,20.171
225,20.261
226,20.639
227,20.946
228,21.027
229,20.998
230,21.262
231,21.52
232,21.804
233,21.942
234,22.011
235,22.027
236,21.657
237,21.174
238,20.552
239,20.232
240,20.152
241,20.235
242,20.107
243,19.926
244,19.636
245,19.37
246,18.966
247,18.819
248,18.688
249,18.589
250,18.463
251,18.599
252,18.867
253,19.068
254,19.107
255,19.152
256,19.112
257,19.025
258,18.799
259,18.564
260,18.35
261,18.243
262,18.205
263,18.274
264,18.313
265,18.29
266,18.36
267,18.493
268,18.554
269,18.113
270,17.651
271,17.289
272,17.086
273,16.704
274,16.191
275,16.199
276,16.517
277,17.142
278,17.477
279,17.611
280,17.586
281,17.577
282,17.645
283,17.808
284,17.95
285,17.821
286,17.558
287,17.337
288,17.376
289,17.639
290,17.901
291,18.077
292,17.977
293,17.754
294,17.37
295,16.955
296,16.501
297,16.345
298,16.131
299,16.299
300,16.452
301,16.846
302,16.621
303,16.383
304,16.161
305,16.38
306,16.449
307,16.509
308,16.348
309,16.202
310,15.97
311,15.933
312,16.157
313,16.021
314,15.657
315,15.268
316,15.26
317,15.4
318,15.407
319,15.515
320,15.683
321,15.59
322,15.206
323,14.719
324,14.586
325,14.603
326,14.735
327,14.922
328,15.221
329,15.34
330,15.135
331,14.796
332,14.849
333,15.215
334,15.527
335,15.326
336,15.502
337,15.549
338,17.547
339,21.987
340,22.766
341,19.442
342,12.491
343,8.438
344,6.361
345,4.876
346,4.299
347,4.037
348,3.866
349,4.171
350,3.852
351,3.622
352,2.655
353,2.751
354,2.99
355,3.761
356,4.072
357,3.903
358,3.539
359,3.227
360,3.237
361,2.907
362,2.71
363,2.766
364,3.352
365,3.314
366,3.486
367,3.57
368,4.268
369,4.383
370,4.009
371,3.509
372,2.988
373,2.847
374,2.644
375,2.543
376,2.476
377,2.698
378,3.311
379,3.815
380,4.152
381,4.04
382,3.661
383,3.438
384,3.215
385,3.289
386,3.515
387,3.499
388,4.454
389,4.831
390,5.143
391,4.169
392,3.498
393,3.135
394,3.092
395,3.072
396,3.303
397,3.602
398,3.906
399,3.82
400,3.748
401,3.797
402,3.71
403,3.774
404,3.581
405,4.238
406,4.525
407,4.854
408,4.303
409,3.703
410,3.1
411,2.99
412,3.421
413,4.131
414,4.602
415,4.801
416,4.517
417,4.24
418,3.826
419,4.29
420,4.558
421,4.98
422,4.591
423,4.404
424,4.162
425,4.119
426,4.318
427,4.855
428,5.464
429,5.728
430,6.267
431,6.265
432,6.859
433,6.371
434,6.273
435,5.837
436,5.642
437,5.513
438,5.468
439,5.72
440,6.206
441,6.447
442,6.694
443,6.865
444,9.97
445,29.924
446,20.581
447,20.599
448,20.791
449,20.856
450,20.806
451,20.709
452,20.944
453,21.319
454,21.656
455,21.904
456,21.968
457,22.04
458,21.64
459,21.118
460,20.561
461,20.369
462,20.375
463,20.263
464,19.943
465,19.653
466,19.544
467,19.46
468,19.156
469,18.829
470,18.453
471,18.192
472,18.104
473,18.292
474,18.619
475,18.875
476,18.973
477,19.029
478,19.07
479,18.919
480,18.569
481,18.156
482,17.871
483,17.865
484,17.903
485,18.136
486,18.202
487,18.246
488,18.435
489,18.739
490,18.846
491,18.28
492,17.638
493,17.252
494,17.111
495,16.833
496,16.39
497,16.37
498,16.654
499,17.257
500,17.626
501,17.755
502,17.631
503,17.514
504,17.469
505,17.555
506,17.628
507,17.582
508,17.525
509,17.379
510,17.383
511,17.552
512,17.873
513,18.047
514,17.921
515,17.583
516,17.135
517,16.722
518,16.433
519,16.424
520,16.298
521,16.539
522,16.827
523,17.21
524,16.926
525,16.564
526,16.291
527,16.454
528,16.544
529,16.624
530,16.393
531,16.236
532,16.224
533,16.425
534,16.657
535,16.299
536,15.792
537,15.293
538,15.163
539,15.211
540,15.254
541,15.416
542,15.573
543,15.531
544,15.249
545,14.933
546,14.989
547,15.017
548,15.173
549,15.27
550,15.383
551,15.4
552,15.127
553,14.899
554,14.775
555,14.953
556,15.178
557,15.075
558,15.363
559,15.803
560,19.113
561,22.555
562,21.083
563,16.659
564,10.316
565,8.463
566,6.19
567,5.192
568,4.414
569,4.188
570,3.856
571,4.036
572,3.685
573,3.607
574,2.702
575,2.639
576,2.678
577,3.127
578,3.514
579,3.543
580,3.524
581,3.566
582,3.744
583,3.597
584,3.196
585,2.774
586,2.965
587,2.95
588,3.116
589,3.347
590,3.97
591,4.299
592,3.99
593,3.449
594,2.966
595,2.908
596,2.846
597,2.805
598,2.711
599,2.903
600,3.489
601,4.159
602,4.585
603,4.374
604,3.827
605,3.443
606,3.317
607,3.459
608,3.644
609,3.668
610,4.112
611,4.353
612,4.501
613,3.93
614,3.485
615,3.208
616,3.178
617,3.141
618,3.348
619,3.805
620,4.217
621,4.102
622,3.756
623,3.6
624,3.435
625,3.485
626,3.231
627,3.888
628,3.822
629,4.421
630,4.078
631,3.932
632,3.357
633,3.247
634,3.605
635,4.111
636,4.532
637,4.851
638,4.657
639,4.179
640,3.609
641,3.674
642,4.012
643,4.418
644,4.343
645,4.186
646,4.008
647,3.971
648,4.087
649,4.588
650,5.154
651,5.333
652,5.626
653,5.278
654,6.105
655,6.081
656,6.473
657,6.017
658,5.689
659,5.582
660,5.544
661,5.742
662,5.956
663,6.011
664,6.231
665,6.566
666,9.503
667,30.358
668,21.107
669,21.196
670,21.443
671,21.433
672,21.218
673,20.851
674,20.883
675,21.364
676,21.733
677,22.05
678,22.026
679,22.077
680,21.655
681,21.052
682,20.521
683,20.266
684,20.201
685,19.959
686,19.658
687,19.386
688,19.347
689,19.192
690,18.873
691,18.502
692,18.206
693,18.061
694,18.058
695,18.257
696,18.45
697,18.608
698,18.627
699,18.695
700,18.756
701,18.659
702,18.361
703,18.029
704,17.763
705,17.763
706,17.767
707,18.014
708,18.065
709,18.131
710,18.327
711,18.563
712,18.596
713,18.161
714,17.644
715,17.441
716,17.311
717,17.157
718,16.808
719,16.693
720,16.86
721,17.317
722,17.611
723,17.696
