,mean_output
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,-6.279
115,-17.171
116,-24.033
117,-21.637
118,-19.679
119,-17.679
120,-14.992
121,-10.429
122,0.821
123,6.05
124,5.175
125,5.863
126,10.842
127,18.946
128,24.592
129,25.321
130,25.634
131,25.767
132,26.084
133,26.175
134,25.946
135,26.175
136,26.467
137,26.696
138,26.613
139,26.592
140,26.675
141,26.529
142,26.384
143,26.509
144,26.634
145,26.696
146,26.55
147,26.425
148,26.509
149,26.425
150,26.617
151,26.6
152,26.321
153,26.259
154,26.134
155,26.134
156,26.488
157,26.488
158,26.425
159,26.613
160,26.738
161,26.696
162,26.363
163,26.425
164,26.654
165,26.446
166,26.634
167,26.779
168,26.434
169,26.267
170,23.8
171,20.113
172,22.238
173,26.175
174,26.404
175,26.175
176,26.217
177,26.196
178,26.175
179,26.3
180,26.259
181,26.071
182,26.175
183,26.279
184,26.092
185,26.154
186,26.05
187,26.284
188,26.334
189,26.154
190,26.363
191,26.05
192,26.259
193,17.279
194,-1.512
195,-3.304
196,15.342
197,26.113
198,26.05
199,26.134
200,26.113
201,26.113
202,25.863
203,26.009
204,25.863
205,25.238
206,25.067
207,24.95
208,22.654
209,16.467
210,9.883
211,11.154
212,18.842
213,23.134
214,23.008
215,22.363
216,22.008
217,21.717
218,21.55
219,21.133
220,20.613
221,20.217
222,19.508
223,18.946
224,7.553
225,0.0
226,-19.671
227,-55.408
228,-74.954
229,-65.891
230,-57.766
231,-51.641
232,-43.537
233,-25.516
234,6.546
235,18.963
236,18.734
237,22.921
238,32.859
239,53.255
240,72.713
241,76.63
242,77.13
243,78.001
244,78.817
