,mean_output
1,45.704
2,40.692
3,40.732
4,40.803
5,40.823
6,40.704
7,40.498
8,40.279
9,40.142
10,40.016
11,39.964
12,39.934
13,39.887
14,39.797
15,39.685
16,39.676
17,39.699
18,39.738
19,39.856
20,39.787
21,39.655
22,39.328
23,39.21
24,39.196
25,39.353
26,39.58
27,39.832
28,39.962
29,39.95
30,39.779
31,39.483
32,39.311
33,39.487
34,39.97
35,40.395
36,40.573
37,40.504
38,40.254
39,40.038
40,39.901
41,40.035
42,40.042
43,39.824
44,39.46
45,39.307
46,39.608
47,39.803
48,39.702
49,39.243
50,39.009
51,38.94
52,38.696
53,38.349
54,37.946
55,37.964
56,38.031
57,38.258
58,38.517
59,39.058
60,39.64
61,40.091
62,40.174
63,39.873
64,39.344
65,38.842
66,38.672
67,38.742
68,38.844
69,38.886
70,38.973
71,39.099
72,39.093
73,38.963
74,38.928
75,39.063
76,39.443
77,39.766
78,39.976
79,40.001
80,39.989
81,39.928
82,39.814
83,39.578
84,39.551
85,39.84
86,40.243
87,40.027
88,39.114
89,38.312
90,38.298
91,38.805
92,39.111
93,39.221
94,39.472
95,39.982
96,40.594
97,41.141
98,41.634
99,41.99
100,41.959
101,41.454
102,40.651
103,39.72
104,39.06
105,38.878
106,39.375
107,40.28
108,41.23
109,41.716
110,41.621
111,40.998
112,40.695
113,40.961
114,41.497
115,41.78
116,41.646
117,41.356
118,41.087
119,40.946
120,40.954
121,41.084
122,40.966
123,40.63
124,40.11
125,39.688
126,39.646
127,39.852
128,40.203
129,40.465
130,40.615
131,40.55
132,40.246
133,39.856
134,39.676
135,39.749
136,39.913
137,40.021
138,40.081
139,40.02
140,39.899
141,39.699
142,39.496
143,39.252
144,39.063
145,39.041
146,39.223
147,39.334
148,39.374
149,39.477
150,39.853
151,40.264
152,40.433
153,40.214
154,39.842
155,39.474
156,39.226
157,39.304
158,39.742
159,39.971
160,38.895
161,38.927
162,36.639
163,30.817
164,23.732
165,18.999
166,18.279
167,17.507
168,17.118
169,17.295
170,17.318
171,17.292
172,17.329
173,17.289
174,17.387
175,17.456
176,17.807
177,18.199
178,18.661
179,18.846
180,18.673
181,18.193
182,17.503
183,16.795
184,16.334
185,16.403
186,15.886
187,14.659
188,12.746
189,26.208
190,39.352
191,48.978
192,43.066
193,38.312
194,38.189
195,39.382
196,40.435
197,40.981
198,41.037
199,40.886
200,40.568
201,40.119
202,39.722
203,39.315
204,39.085
205,39.003
206,39.001
207,39.121
208,39.26
209,39.553
210,39.912
211,40.127
212,47.858
213,54.522
214,47.579
215,34.243
216,21.997
217,24.165
218,31.917
219,42.049
220,52.645
221,56.131
222,57.318
223,37.1
224,27.146
225,27.334
226,27.637
227,27.964
228,28.215
229,28.353
230,28.307
231,28.168
232,27.979
233,27.935
234,27.934
235,27.886
236,27.728
237,27.49
238,27.35
239,27.241
240,27.127
241,27.033
242,26.733
243,26.398
244,25.885
245,25.54
246,25.166
247,25.048
248,25.166
249,25.544
250,25.81
251,25.775
252,25.325
253,24.571
254,24.053
255,24.241
256,25.058
257,26.163
258,27.434
259,28.674
260,29.427
261,29.423
262,28.834
263,28.378
264,28.138
265,27.973
266,27.794
267,27.536
268,27.296
269,26.376
270,24.995
271,23.579
272,23.039
273,23.309
274,23.827
275,24.184
276,24.08
277,23.837
278,23.311
279,22.842
280,22.612
281,22.972
282,23.635
283,24.459
284,24.927
285,25.196
286,25.151
287,24.949
288,24.528
289,24.052
290,23.723
291,23.606
292,23.647
293,23.781
294,23.86
295,23.923
296,24.002
297,24.0
298,24.129
299,24.296
300,24.565
301,24.758
302,24.956
303,25.104
304,25.007
305,24.455
306,23.985
307,24.021
308,24.732
309,25.312
310,25.305
311,25.062
312,25.29
313,25.514
314,25.359
315,24.872
316,24.892
317,25.385
318,25.979
319,26.4
320,26.686
321,26.623
322,25.941
323,24.952
324,24.138
325,23.642
326,23.487
327,23.683
328,24.647
329,26.036
330,27.47
331,28.184
332,28.123
333,27.383
334,26.825
335,26.742
336,27.115
337,27.473
338,27.781
339,27.901
340,28.04
341,28.03
342,28.114
343,28.403
344,28.72
345,28.948
346,28.795
347,28.459
348,28.423
349,28.653
350,28.947
351,29.023
352,29.003
353,28.879
354,28.683
355,28.368
356,28.156
357,28.127
358,28.249
359,28.445
360,28.653
361,28.783
362,28.871
363,28.978
364,29.135
365,29.189
366,29.138
367,29.137
368,29.324
369,29.418
370,29.378
371,29.28
372,29.275
373,29.14
374,28.729
