,mean_output
1,64.349
2,62.645
3,61.941
4,62.386
5,63.275
6,62.719
7,60.978
8,58.46
9,59.904
10,62.756
11,67.127
12,68.682
13,69.682
14,69.09
15,68.312
16,67.164
17,66.941
18,67.127
19,67.127
20,67.164
21,66.978
22,66.83
23,67.053
24,67.349
25,66.571
26,64.83
27,63.275
28,62.571
29,62.386
30,62.349
31,63.941
32,62.349
33,60.978
34,60.015
35,60.312
36,60.83
37,60.312
38,58.608
39,59.386
40,61.015
41,64.867
42,67.275
43,69.682
44,69.719
45,68.719
46,67.645
47,67.386
48,67.608
49,67.645
50,67.719
51,67.312
52,66.941
53,67.164
54,67.793
55,67.349
56,65.46
57,63.645
58,62.719
59,62.571
60,62.349
61,62.164
62,61.423
63,60.534
64,58.904
65,58.46
66,59.053
67,59.534
68,58.423
69,59.386
70,62.015
71,65.645
72,67.978
73,69.127
74,69.275
75,68.09
76,67.164
77,66.904
78,67.09
79,67.275
80,67.386
81,66.793
82,66.09
83,65.756
84,66.053
85,65.793
86,64.46
87,63.164
88,62.423
89,62.312
90,61.941
91,61.497
92,61.09
93,60.941
94,59.534
95,59.201
96,59.756
97,60.793
98,59.571
99,59.682
100,61.83
101,62.682
102,66.053
103,67.053
104,70.127
105,68.46
106,67.571
107,67.201
108,67.201
109,67.349
110,67.423
111,66.83
112,65.83
113,64.793
114,64.349
115,64.015
116,63.312
117,62.682
118,62.312
119,62.275
120,61.978
121,51.904
122,52.719
123,54.053
124,54.46
125,55.015
126,56.386
127,57.83
128,58.386
129,59.127
130,61.386
131,61.275
132,64.238
133,64.867
134,68.386
135,67.312
136,66.941
137,66.534
138,66.571
139,66.904
140,67.015
141,66.497
142,65.608
143,64.497
144,63.645
145,63.09
146,62.719
147,62.608
148,62.645
149,62.608
150,62.127
151,30.571
152,31.904
153,33.978
154,36.015
155,37.423
156,39.571
157,40.793
158,43.941
159,48.275
160,54.386
161,58.053
162,62.312
163,63.978
164,65.053
165,62.015
166,59.312
167,58.238
168,59.053
169,60.386
170,61.497
171,60.719
172,59.83
173,58.46
174,57.238
